投球数,球種,球速,結果,投手,打者,スコア
1,ツーシーム,152km/h,ボール,エスコバー,マーティン,1-1
2,ツーシーム,153km/h,見逃し,エスコバー,マーティン,1-1
3,スライダー,135km/h,空振り,エスコバー,マーティン,1-1
4,スライダー,139km/h,空三振,エスコバー,マーティン,1-1
1,ストレート,153km/h,見逃し,エスコバー,中村 奨吾,1-1
2,スライダー,134km/h,ボール  [ワンバウンド],エスコバー,中村 奨吾,1-1
3,ツーシーム,-,三ゴロ  [バットの先],エスコバー,中村 奨吾,1-1
1,ツーシーム,152km/h,ボール,エスコバー,佐藤 都志也,1-1
2,スライダー,138km/h,ボール,エスコバー,佐藤 都志也,1-1
3,ツーシーム,151km/h,ボール,エスコバー,佐藤 都志也,1-1
4,ツーシーム,152km/h,四球,エスコバー,佐藤 都志也,1-1
1,ツーシーム,154km/h,ボール,エスコバー,レアード,1-1
2,ツーシーム,154km/h,ファウル,エスコバー,レアード,1-1
3,スライダー,137km/h,空振り,エスコバー,レアード,1-1
4,ストレート,155km/h,空三振,エスコバー,レアード,1-1
1,シンカー,127km/h,ボール,益田 直也,佐野 恵太,1-1
2,ストレート,-,遊失,益田 直也,佐野 恵太,1-1
1,ストレート,-,捕ゴロ  [バント失敗],益田 直也,関根 大気,1-1
1,ストレート,146km/h,見逃し,益田 直也,蝦名 達夫,1-1
2,スライダー,130km/h,ファウル,益田 直也,蝦名 達夫,1-1
3,ストレート,-,投ゴロ  [詰り、送球がバウンド],益田 直也,蝦名 達夫,1-1
1,ストレート,146km/h,ボール,益田 直也,牧 秀悟,1-1
2,ストレート,148km/h,ボール,益田 直也,牧 秀悟,1-1
3,ストレート,150km/h,見逃し,益田 直也,牧 秀悟,1-1
4,ストレート,150km/h,見逃し,益田 直也,牧 秀悟,1-1
5,スライダー,-,ボール  [ワンバウンド、ランエンドヒット],益田 直也,牧 秀悟,1-1
1,ストレート,152km/h,ボール,クリスキー,安田 尚憲,1-1
2,ストレート,152km/h,ファウル,クリスキー,安田 尚憲,1-1
3,ストレート,-,遊ゴロ,クリスキー,安田 尚憲,1-1
1,ストレート,153km/h,ボール,クリスキー,荻野 貴司,1-1
2,ストレート,154km/h,見逃し,クリスキー,荻野 貴司,1-1
3,ストレート,154km/h,ボール,クリスキー,荻野 貴司,1-1
4,ストレート,152km/h,右安  [ダイビングキャッチ、グラブ弾く],クリスキー,荻野 貴司,1-1
1,スライダー,135km/h,見逃し,クリスキー,エチェバリア,1-1
2,ストレート,153km/h,ファウル,クリスキー,エチェバリア,1-1
3,スプリット,-,中安  [グラブ弾く],クリスキー,エチェバリア,1-1
1,スプリット,-,ファウル,クリスキー,角中 勝也,1-1
2,ストレート,155km/h,ボール  [投球間に進塁],クリスキー,角中 勝也,1-1
1,スプリット,-,ファウル,クリスキー,角中 勝也,1-1
2,ストレート,155km/h,ボール  [投球間に進塁],クリスキー,角中 勝也,1-1
3,スプリット,140km/h,ボール,クリスキー,角中 勝也,1-1
4,スプリット,140km/h,空振り,クリスキー,角中 勝也,1-1
5,ストレート,154km/h,ボール,クリスキー,角中 勝也,1-1
6,スプリット,139km/h,四球,クリスキー,角中 勝也,1-1
1,ストレート,154km/h,ファウル  [止めたバットに当たる],クリスキー,髙部 瑛斗,1-1
2,スプリット,-,二ゴロ  [内野前進],クリスキー,髙部 瑛斗,1-1
1,スプリット,140km/h,ボール  [ワンバウンド],クリスキー,マーティン,1-1
2,スプリット,140km/h,見逃し,クリスキー,マーティン,1-1
3,ストレート,-,ファウル,クリスキー,マーティン,1-1
4,ストレート,156km/h,ボール,クリスキー,マーティン,1-1
5,スプリット,140km/h,空三振  [ワンバウンド],クリスキー,マーティン,1-1
1,ストレート,155km/h,見逃し,ゲレーロ,牧 秀悟,1-1
2,ストレート,-,左飛,ゲレーロ,牧 秀悟,1-1
1,ストレート,157km/h,見逃し,ゲレーロ,宮﨑 敏郎,1-1
2,スライダー,-,ファウル,ゲレーロ,宮﨑 敏郎,1-1
3,ストレート,158km/h,ファウル,ゲレーロ,宮﨑 敏郎,1-1
4,ストレート,158km/h,ボール,ゲレーロ,宮﨑 敏郎,1-1
5,スライダー,142km/h,ボール  [ワンバウンド],ゲレーロ,宮﨑 敏郎,1-1
6,ストレート,159km/h,ボール,ゲレーロ,宮﨑 敏郎,1-1
7,ストレート,-,三ゴロ  [送球がバウンド],ゲレーロ,宮﨑 敏郎,1-1
1,スライダー,142km/h,ボール,ゲレーロ,桑原 将志,1-1
2,ストレート,156km/h,ファウル,ゲレーロ,桑原 将志,1-1
3,スライダー,140km/h,ファウル,ゲレーロ,桑原 将志,1-1
4,ストレート,158km/h,ボール  [ワンバウンド],ゲレーロ,桑原 将志,1-1
5,ストレート,157km/h,ファウル,ゲレーロ,桑原 将志,1-1
6,ストレート,157km/h,空三振,ゲレーロ,桑原 将志,1-1
1,ストレート,142km/h,ボール,田中 健二朗,中村 奨吾,1-1
2,シュート,138km/h,ボール,田中 健二朗,中村 奨吾,1-1
3,シュート,140km/h,見逃し,田中 健二朗,中村 奨吾,1-1
4,フォーク,136km/h,見逃し,田中 健二朗,中村 奨吾,1-1
5,カーブ,114km/h,中安,田中 健二朗,中村 奨吾,1-1
1,スライダー,-,捕併打  [バント失敗、リプレー検証後判定変わらず],田中 健二朗,佐藤 都志也,1-1
1,シュート,141km/h,ボール,田中 健二朗,レアード,1-1
2,フォーク,-,遊ゴロ,田中 健二朗,レアード,1-1
1,ストレート,146km/h,見逃し,東條 大樹,柴田 竜拓,1-1
2,ストレート,147km/h,ファウル,東條 大樹,柴田 竜拓,1-1
3,スライダー,-,中安,東條 大樹,柴田 竜拓,1-1
1,スライダー,-,ファウル  [バントファウル],東條 大樹,嶺井 博希,1-1
2,スライダー,126km/h,ファウル  [バントファウル],東條 大樹,嶺井 博希,1-1
3,ストレート,146km/h,ボール  [バント構え],東條 大樹,嶺井 博希,1-1
4,スライダー,-,三犠打,東條 大樹,嶺井 博希,1-1
1,ストレート,-,中２  [采配的中、打者ガッツポーズ],東條 大樹,大和,2-1
1,スライダー,128km/h,空振り,東條 大樹,田中 俊太,2-1
2,スライダー,127km/h,空振り,東條 大樹,田中 俊太,2-1
3,ストレート,146km/h,ボール,東條 大樹,田中 俊太,2-1
4,スライダー,127km/h,ファウル,東條 大樹,田中 俊太,2-1
5,スライダー,127km/h,ボール,東條 大樹,田中 俊太,2-1
6,ストレート,-,左飛,東條 大樹,田中 俊太,2-1
1,ストレート,146km/h,ファウル,東條 大樹,関根 大気,2-1
2,ストレート,147km/h,空振り,東條 大樹,関根 大気,2-1
3,スライダー,129km/h,空三振,東條 大樹,関根 大気,2-1
1,ストレート,147km/h,ファウル,山﨑 康晃,安田 尚憲,2-1
2,ストレート,147km/h,ボール,山﨑 康晃,安田 尚憲,2-1
3,ストレート,150km/h,ボール,山﨑 康晃,安田 尚憲,2-1
4,スプリット,140km/h,空振り,山﨑 康晃,安田 尚憲,2-1
5,ストレート,150km/h,見三振  [構えたところにズバリ],山﨑 康晃,安田 尚憲,2-1
1,ストレート,148km/h,見逃し,山﨑 康晃,荻野 貴司,2-1
2,ストレート,142km/h,ボール  [ワンバウンド],山﨑 康晃,荻野 貴司,2-1
3,ストレート,144km/h,ボール  [セーフティバント、バント構え],山﨑 康晃,荻野 貴司,2-1
4,ストレート,149km/h,見逃し,山﨑 康晃,荻野 貴司,2-1
5,スプリット,141km/h,空三振,山﨑 康晃,荻野 貴司,2-1
1,スプリット,142km/h,見逃し,山﨑 康晃,エチェバリア,2-1
2,ストレート,152km/h,ファウル,山﨑 康晃,エチェバリア,2-1
3,ストレート,151km/h,ボール,山﨑 康晃,エチェバリア,2-1
4,スプリット,-,遊ゴロ,山﨑 康晃,エチェバリア,2-1
1,ストレート,151km/h,見逃し,山本 由伸,島田 海吏,0-0
2,フォーク,145km/h,空振り,山本 由伸,島田 海吏,0-0
3,フォーク,143km/h,ファウル,山本 由伸,島田 海吏,0-0
4,カーブ,129km/h,見三振  [全く反応できず],山本 由伸,島田 海吏,0-0
1,ストレート,146km/h,見逃し,山本 由伸,中野 拓夢,0-0
2,ストレート,-,ボール,山本 由伸,中野 拓夢,0-0
3,ストレート,156km/h,ボール,山本 由伸,中野 拓夢,0-0
4,ストレート,150km/h,ファウル,山本 由伸,中野 拓夢,0-0
5,フォーク,143km/h,空三振,山本 由伸,中野 拓夢,0-0
1,カーブ,125km/h,死球,山本 由伸,近本 光司,0-0
1,ストレート,148km/h,見逃し,山本 由伸,佐藤 輝明,0-0
2,ストレート,151km/h,ボール,山本 由伸,佐藤 輝明,0-0
3,フォーク,148km/h,ファウル  [自打球],山本 由伸,佐藤 輝明,0-0
4,フォーク,142km/h,ボール,山本 由伸,佐藤 輝明,0-0
5,ストレート,150km/h,ボール,山本 由伸,佐藤 輝明,0-0
6,フォーク,-,三ゴロ  [ランニングスロー],山本 由伸,佐藤 輝明,0-0
1,ストレート,136km/h,見逃し,伊藤 将司,福田 周平,0-0
2,ストレート,140km/h,ボール,伊藤 将司,福田 周平,0-0
3,ストレート,-,左失,伊藤 将司,福田 周平,0-0
1,カットボール,130km/h,見逃し,伊藤 将司,宗 佑磨,0-0
2,ストレート,135km/h,ファウル,伊藤 将司,宗 佑磨,0-0
3,カットボール,131km/h,ボール,伊藤 将司,宗 佑磨,0-0
4,ストレート,141km/h,ボール,伊藤 将司,宗 佑磨,0-0
5,ツーシーム,135km/h,一ゴロ,伊藤 将司,宗 佑磨,0-0
1,カットボール,132km/h,ボール,伊藤 将司,中川 圭太,0-1
2,カットボール,132km/h,見逃し,伊藤 将司,中川 圭太,0-1
3,ストレート,143km/h,ボール,伊藤 将司,中川 圭太,0-1
4,チェンジアップ,125km/h,空振り,伊藤 将司,中川 圭太,0-1
5,ストレート,143km/h,ファウル,伊藤 将司,中川 圭太,0-1
6,チェンジアップ,128km/h,ファウル,伊藤 将司,中川 圭太,0-1
7,ツーシーム,136km/h,中安,伊藤 将司,中川 圭太,0-1
1,ツーシーム,136km/h,見逃し,伊藤 将司,杉本 裕太郎,0-1
2,ストレート,142km/h,ボール,伊藤 将司,杉本 裕太郎,0-1
3,ストレート,141km/h,ボール,伊藤 将司,杉本 裕太郎,0-1
4,ツーシーム,135km/h,右飛,伊藤 将司,杉本 裕太郎,0-1
1,ツーシーム,-,見逃し  [ランエンドヒット],伊藤 将司,T-岡田,0-1
1,ツーシーム,-,見逃し  [ランエンドヒット],伊藤 将司,T-岡田,0-1
2,カーブ,-,二ゴロ  [泳ぎ、引っかけ],伊藤 将司,T-岡田,0-1
1,ストレート,155km/h,見逃し,山本 由伸,大山 悠輔,0-1
2,シュート,146km/h,ファウル,山本 由伸,大山 悠輔,0-1
3,フォーク,147km/h,ボール  [ワンバウンド],山本 由伸,大山 悠輔,0-1
4,フォーク,145km/h,空三振,山本 由伸,大山 悠輔,0-1
1,ストレート,155km/h,三ゴロ,山本 由伸,糸原 健斗,0-1
1,ストレート,150km/h,ボール,山本 由伸,糸井 嘉男,0-1
2,フォーク,-,ボール,山本 由伸,糸井 嘉男,0-1
3,フォーク,-,遊ゴロ,山本 由伸,糸井 嘉男,0-1
1,ストレート,141km/h,見逃し,伊藤 将司,安達 了一,0-1
2,ストレート,138km/h,ボール,伊藤 将司,安達 了一,0-1
3,ツーシーム,132km/h,ファウル,伊藤 将司,安達 了一,0-1
4,チェンジアップ,-,中安,伊藤 将司,安達 了一,0-1
1,ツーシーム,130km/h,見逃し,伊藤 将司,伏見 寅威,0-1
2,ツーシーム,-,三犠打,伊藤 将司,伏見 寅威,0-1
1,カットボール,130km/h,見逃し,伊藤 将司,野口 智哉,0-1
2,カーブ,118km/h,空振り,伊藤 将司,野口 智哉,0-1
3,カットボール,123km/h,ボール,伊藤 将司,野口 智哉,0-1
4,カットボール,134km/h,ボール,伊藤 将司,野口 智哉,0-1
5,カットボール,-,投ゴロ,伊藤 将司,野口 智哉,0-1
1,ツーシーム,133km/h,ファウル,伊藤 将司,佐野 皓大,0-1
2,ストレート,-,ボール  [ピッチアウト],伊藤 将司,佐野 皓大,0-1
3,カーブ,117km/h,見逃し,伊藤 将司,佐野 皓大,0-1
4,チェンジアップ,128km/h,ボール  [ワンバウンド],伊藤 将司,佐野 皓大,0-1
5,ストレート,138km/h,ファウル,伊藤 将司,佐野 皓大,0-1
6,ストレート,138km/h,ファウル,伊藤 将司,佐野 皓大,0-1
7,カットボール,129km/h,ボール,伊藤 将司,佐野 皓大,0-1
8,ツーシーム,131km/h,ファウル,伊藤 将司,佐野 皓大,0-1
9,ストレート,137km/h,見三振  [一塁へ歩きかける],伊藤 将司,佐野 皓大,0-1
1,フォーク,145km/h,空振り,山本 由伸,髙寺 望夢,0-1
2,フォーク,146km/h,空振り,山本 由伸,髙寺 望夢,0-1
3,フォーク,142km/h,ボール,山本 由伸,髙寺 望夢,0-1
4,ストレート,149km/h,ファウル,山本 由伸,髙寺 望夢,0-1
5,フォーク,145km/h,空三振,山本 由伸,髙寺 望夢,0-1
1,カーブ,124km/h,ボール,山本 由伸,梅野 隆太郎,0-1
2,ストレート,156km/h,ファウル,山本 由伸,梅野 隆太郎,0-1
3,ストレート,156km/h,ファウル,山本 由伸,梅野 隆太郎,0-1
4,ストレート,152km/h,ファウル,山本 由伸,梅野 隆太郎,0-1
5,フォーク,144km/h,ファウル,山本 由伸,梅野 隆太郎,0-1
6,カーブ,130km/h,空三振,山本 由伸,梅野 隆太郎,0-1
1,ストレート,157km/h,左安,山本 由伸,島田 海吏,0-1
1,ストレート,155km/h,ファウル,山本 由伸,中野 拓夢,0-1
2,ストレート,156km/h,左安,山本 由伸,中野 拓夢,0-1
1,フォーク,148km/h,ファウル,山本 由伸,近本 光司,0-1
2,フォーク,149km/h,ボール  [ワンバウンド],山本 由伸,近本 光司,0-1
3,カーブ,129km/h,空振り,山本 由伸,近本 光司,0-1
4,フォーク,148km/h,ボール  [ワンバウンド],山本 由伸,近本 光司,0-1
5,フォーク,143km/h,投ゴロ  [バットの先],山本 由伸,近本 光司,0-1
1,カットボール,132km/h,見逃し,伊藤 将司,福田 周平,0-1
2,カットボール,128km/h,ボール,伊藤 将司,福田 周平,0-1
3,ツーシーム,133km/h,ボール,伊藤 将司,福田 周平,0-1
4,ストレート,138km/h,遊ゴロ,伊藤 将司,福田 周平,0-1
1,カーブ,114km/h,ファウル,伊藤 将司,宗 佑磨,0-1
2,ストレート,138km/h,ボール,伊藤 将司,宗 佑磨,0-1
3,ストレート,139km/h,ボール,伊藤 将司,宗 佑磨,0-1
4,カットボール,132km/h,ファウル,伊藤 将司,宗 佑磨,0-1
5,ストレート,-,遊飛  [詰り],伊藤 将司,宗 佑磨,0-1
1,ツーシーム,137km/h,見逃し,伊藤 将司,中川 圭太,0-1
2,ツーシーム,137km/h,中安,伊藤 将司,中川 圭太,0-1
1,カットボール,127km/h,空振り,伊藤 将司,杉本 裕太郎,0-1
2,ストレート,138km/h,ファウル,伊藤 将司,杉本 裕太郎,0-1
3,ストレート,142km/h,ボール,伊藤 将司,杉本 裕太郎,0-1
4,チェンジアップ,126km/h,ファウル,伊藤 将司,杉本 裕太郎,0-1
5,ツーシーム,137km/h,ボール  [ワンバウンド],伊藤 将司,杉本 裕太郎,0-1
6,カーブ,115km/h,ボール,伊藤 将司,杉本 裕太郎,0-1
7,カットボール,128km/h,ファウル,伊藤 将司,杉本 裕太郎,0-1
8,チェンジアップ,-,遊安  [ダイビングキャッチ、送球できず],伊藤 将司,杉本 裕太郎,0-1
1,ツーシーム,132km/h,見逃し,伊藤 将司,T-岡田,0-1
2,ストレート,141km/h,ボール,伊藤 将司,T-岡田,0-1
3,カットボール,129km/h,ボール,伊藤 将司,T-岡田,0-1
4,ストレート,138km/h,見逃し,伊藤 将司,T-岡田,0-1
5,カットボール,133km/h,ボール  [ワンバウンド],伊藤 将司,T-岡田,0-1
6,ストレート,137km/h,ファウル,伊藤 将司,T-岡田,0-1
7,ツーシーム,133km/h,空三振,伊藤 将司,T-岡田,0-1
1,フォーク,148km/h,ファウル  [捕手悶絶],山本 由伸,佐藤 輝明,0-1
2,カットボール,146km/h,二ゴロ  [詰り、バット折れる],山本 由伸,佐藤 輝明,0-1
1,ストレート,157km/h,見逃し,山本 由伸,大山 悠輔,0-1
2,フォーク,-,空振り,山本 由伸,大山 悠輔,0-1
3,スライダー,139km/h,ボール,山本 由伸,大山 悠輔,0-1
4,フォーク,143km/h,ファウル,山本 由伸,大山 悠輔,0-1
5,フォーク,144km/h,空三振,山本 由伸,大山 悠輔,0-1
1,フォーク,148km/h,見逃し,山本 由伸,糸原 健斗,0-1
2,ストレート,152km/h,左２  [ライン際],山本 由伸,糸原 健斗,0-1
1,カットボール,147km/h,ファウル,山本 由伸,糸井 嘉男,0-1
2,ストレート,155km/h,見逃し,山本 由伸,糸井 嘉男,0-1
3,フォーク,148km/h,ボール  [ハーフスイング],山本 由伸,糸井 嘉男,0-1
4,フォーク,144km/h,ボール,山本 由伸,糸井 嘉男,0-1
5,ストレート,150km/h,ボール,山本 由伸,糸井 嘉男,0-1
6,フォーク,149km/h,ファウル,山本 由伸,糸井 嘉男,0-1
7,カーブ,131km/h,空三振,山本 由伸,糸井 嘉男,0-1
1,ツーシーム,132km/h,見逃し,伊藤 将司,安達 了一,0-1
2,チェンジアップ,125km/h,ボール,伊藤 将司,安達 了一,0-1
3,カットボール,131km/h,ボール,伊藤 将司,安達 了一,0-1
4,ストレート,140km/h,投ゴロ  [詰り],伊藤 将司,安達 了一,0-1
1,ストレート,141km/h,見逃し,伊藤 将司,伏見 寅威,0-1
2,ストレート,138km/h,ファウル,伊藤 将司,伏見 寅威,0-1
3,ストレート,142km/h,空三振,伊藤 将司,伏見 寅威,0-1
1,カーブ,116km/h,ファウル,伊藤 将司,野口 智哉,0-1
2,カーブ,115km/h,ボール,伊藤 将司,野口 智哉,0-1
3,カットボール,130km/h,ボール,伊藤 将司,野口 智哉,0-1
4,ツーシーム,-,遊ゴロ,伊藤 将司,野口 智哉,0-1
1,フォーク,147km/h,見逃し,山本 由伸,髙寺 望夢,0-1
2,フォーク,141km/h,ボール,山本 由伸,髙寺 望夢,0-1
3,ストレート,149km/h,遊ゴロ,山本 由伸,髙寺 望夢,0-1
1,ストレート,149km/h,ボール,山本 由伸,梅野 隆太郎,0-1
2,ストレート,155km/h,見逃し,山本 由伸,梅野 隆太郎,0-1
3,カーブ,126km/h,ボール,山本 由伸,梅野 隆太郎,0-1
4,フォーク,146km/h,ボール,山本 由伸,梅野 隆太郎,0-1
5,ストレート,156km/h,見逃し,山本 由伸,梅野 隆太郎,0-1
6,ストレート,151km/h,空三振,山本 由伸,梅野 隆太郎,0-1
1,フォーク,145km/h,ボール,山本 由伸,島田 海吏,0-1
2,カットボール,146km/h,ファウル,山本 由伸,島田 海吏,0-1
3,ストレート,155km/h,中安,山本 由伸,島田 海吏,0-1
1,カットボール,147km/h,中安  [詰り、ポテンヒット],山本 由伸,中野 拓夢,0-1
1,フォーク,148km/h,ファウル,山本 由伸,近本 光司,0-1
2,ストレート,155km/h,見逃し,山本 由伸,近本 光司,0-1
3,フォーク,149km/h,ボール  [ワンバウンド],山本 由伸,近本 光司,0-1
4,フォーク,143km/h,ボール,山本 由伸,近本 光司,0-1
5,カーブ,-,二ゴロ,山本 由伸,近本 光司,0-1
1,カーブ,117km/h,ボール,伊藤 将司,佐野 皓大,0-1
2,ツーシーム,136km/h,ファウル,伊藤 将司,佐野 皓大,0-1
3,カットボール,132km/h,ボール,伊藤 将司,佐野 皓大,0-1
4,ツーシーム,132km/h,空振り,伊藤 将司,佐野 皓大,0-1
5,ストレート,136km/h,ファウル,伊藤 将司,佐野 皓大,0-1
6,ストレート,138km/h,左２  [詰り、バット折れる、ライン際],伊藤 将司,佐野 皓大,0-1
1,カーブ,113km/h,ファウル  [セーフティバント、バントファウル],伊藤 将司,福田 周平,0-1
2,カットボール,131km/h,投犠打  [セーフティバント],伊藤 将司,福田 周平,0-1
1,ストレート,138km/h,右安,伊藤 将司,宗 佑磨,0-2
1,ストレート,142km/h,見逃し,伊藤 将司,中川 圭太,0-2
2,ツーシーム,132km/h,ファウル,伊藤 将司,中川 圭太,0-2
3,カットボール,133km/h,ボール,伊藤 将司,中川 圭太,0-2
4,ストレート,141km/h,左飛,伊藤 将司,中川 圭太,0-2
1,ストレート,137km/h,ファウル,伊藤 将司,杉本 裕太郎,0-2
2,ストレート,137km/h,ボール,伊藤 将司,杉本 裕太郎,0-2
3,ツーシーム,130km/h,三ゴロ  [バットの先、引っかけ、ランニングスロー],伊藤 将司,杉本 裕太郎,0-2
1,ストレート,150km/h,ファウル,山本 由伸,佐藤 輝明,0-2
2,ストレート,149km/h,ボール,山本 由伸,佐藤 輝明,0-2
3,フォーク,142km/h,ボール,山本 由伸,佐藤 輝明,0-2
4,フォーク,148km/h,左飛,山本 由伸,佐藤 輝明,0-2
1,ストレート,156km/h,ボール,山本 由伸,大山 悠輔,0-2
2,ストレート,149km/h,見逃し,山本 由伸,大山 悠輔,0-2
3,ストレート,154km/h,見逃し,山本 由伸,大山 悠輔,0-2
4,ストレート,153km/h,ボール,山本 由伸,大山 悠輔,0-2
5,スライダー,141km/h,三ゴロ  [引っかけ、ランニングスロー],山本 由伸,大山 悠輔,0-2
1,カーブ,125km/h,見逃し,山本 由伸,糸原 健斗,0-2
2,フォーク,143km/h,見逃し,山本 由伸,糸原 健斗,0-2
3,ストレート,-,遊直  [詰り],山本 由伸,糸原 健斗,0-2
1,カットボール,131km/h,空振り,伊藤 将司,T-岡田,0-2
2,ストレート,140km/h,見逃し,伊藤 将司,T-岡田,0-2
3,カーブ,116km/h,ボール  [ワンバウンド],伊藤 将司,T-岡田,0-2
4,カットボール,133km/h,ファウル,伊藤 将司,T-岡田,0-2
5,ツーシーム,132km/h,空三振,伊藤 将司,T-岡田,0-2
1,カットボール,143km/h,見逃し,加治屋 蓮,安達 了一,0-2
2,カットボール,141km/h,ボール  [ワンバウンド],加治屋 蓮,安達 了一,0-2
3,カットボール,142km/h,ボール,加治屋 蓮,安達 了一,0-2
4,ストレート,143km/h,ファウル,加治屋 蓮,安達 了一,0-2
5,カットボール,141km/h,空三振,加治屋 蓮,安達 了一,0-2
1,カットボール,140km/h,見逃し,加治屋 蓮,伏見 寅威,0-2
2,カーブ,127km/h,見逃し,加治屋 蓮,伏見 寅威,0-2
3,フォーク,143km/h,ボール  [ワンバウンド],加治屋 蓮,伏見 寅威,0-2
4,カーブ,128km/h,ファウル,加治屋 蓮,伏見 寅威,0-2
5,ストレート,142km/h,ファウル,加治屋 蓮,伏見 寅威,0-2
6,カットボール,143km/h,右安  [泳ぎ],加治屋 蓮,伏見 寅威,0-2
1,ストレート,142km/h,見逃し,加治屋 蓮,野口 智哉,0-2
2,フォーク,142km/h,ボール,加治屋 蓮,野口 智哉,0-2
3,カットボール,137km/h,見逃し,加治屋 蓮,野口 智哉,0-2
4,フォーク,141km/h,ボール  [ワンバウンド、捕手後逸阻止],加治屋 蓮,野口 智哉,0-2
5,カットボール,141km/h,ファウル,加治屋 蓮,野口 智哉,0-2
6,カットボール,143km/h,空三振,加治屋 蓮,野口 智哉,0-2
1,ストレート,150km/h,ファウル,山本 由伸,糸井 嘉男,0-2
2,カットボール,147km/h,ファウル,山本 由伸,糸井 嘉男,0-2
3,ストレート,153km/h,ファウル,山本 由伸,糸井 嘉男,0-2
4,スライダー,136km/h,ボール,山本 由伸,糸井 嘉男,0-2
5,フォーク,143km/h,二ゴロ,山本 由伸,糸井 嘉男,0-2
1,カットボール,146km/h,見逃し,山本 由伸,髙寺 望夢,0-2
2,フォーク,148km/h,二ゴロ  [引っかけ、ランニングスロー],山本 由伸,髙寺 望夢,0-2
1,ストレート,150km/h,一直  [野手の正面をつく],山本 由伸,梅野 隆太郎,0-2
1,スライダー,116km/h,見逃し,渡邉 雄大,佐野 皓大,0-2
2,スライダー,124km/h,ファウル,渡邉 雄大,佐野 皓大,0-2
3,チェンジアップ,120km/h,ボール,渡邉 雄大,佐野 皓大,0-2
4,ストレート,142km/h,ボール  [ワンバウンド],渡邉 雄大,佐野 皓大,0-2
5,スライダー,128km/h,左安  [詰り、ポテンヒット],渡邉 雄大,佐野 皓大,0-2
1,ストレート,136km/h,投併打  [詰り],渡邉 雄大,福田 周平,0-2
1,スライダー,126km/h,ボール,渡邉 雄大,宗 佑磨,0-2
2,ストレート,137km/h,見逃し,渡邉 雄大,宗 佑磨,0-2
3,ストレート,139km/h,左安,渡邉 雄大,宗 佑磨,0-2
1,ストレート,147km/h,中飛,石井 大智,中川 圭太,0-2
1,フォーク,140km/h,遊ゴロ  [バウンド高い、ランニングスロー、間一髪],山本 由伸,島田 海吏,0-2
1,フォーク,142km/h,ボール,山本 由伸,中野 拓夢,0-2
2,フォーク,-,二ゴロ,山本 由伸,中野 拓夢,0-2
1,フォーク,145km/h,遊安  [バットの先、ランニングスロー],山本 由伸,近本 光司,0-2
1,ストレート,153km/h,見逃し,山本 由伸,佐藤 輝明,1-2
2,カーブ,126km/h,ボール,山本 由伸,佐藤 輝明,1-2
3,フォーク,147km/h,ボール,山本 由伸,佐藤 輝明,1-2
4,ストレート,154km/h,見逃し,山本 由伸,佐藤 輝明,1-2
5,スライダー,136km/h,ファウル,山本 由伸,佐藤 輝明,1-2
6,スライダー,-,右３  [後逸],山本 由伸,佐藤 輝明,1-2
1,フォーク,145km/h,空振り  [ワンバウンド],山本 由伸,大山 悠輔,2-2
2,フォーク,147km/h,ボール,山本 由伸,大山 悠輔,2-2
3,フォーク,149km/h,ボール  [ワンバウンド],山本 由伸,大山 悠輔,2-2
1,フォーク,145km/h,空振り  [ワンバウンド],山本 由伸,大山 悠輔,2-2
2,フォーク,147km/h,ボール,山本 由伸,大山 悠輔,2-2
3,フォーク,149km/h,ボール  [ワンバウンド],山本 由伸,大山 悠輔,2-2
4,フォーク,146km/h,空振り  [ワンバウンド、ハーフスイング],山本 由伸,大山 悠輔,2-2
5,フォーク,149km/h,投ゴロ  [投手のグラブを弾く],山本 由伸,大山 悠輔,2-2
1,ストレート,150km/h,左安  [詰り、ポテンヒット],アルカンタラ,杉本 裕太郎,2-2
1,ストレート,152km/h,見逃し,アルカンタラ,T-岡田,2-2
2,ストレート,147km/h,ボール,アルカンタラ,T-岡田,2-2
3,スプリット,136km/h,空振り,アルカンタラ,T-岡田,2-2
4,スプリット,135km/h,空三振  [ワンバウンド],アルカンタラ,T-岡田,2-2
1,ストレート,152km/h,ファウル,アルカンタラ,安達 了一,2-2
2,スライダー,137km/h,二併打,アルカンタラ,安達 了一,2-2
1,フォーク,137km/h,ボール,平野 佳寿,糸原 健斗,2-2
2,ストレート,148km/h,ボール,平野 佳寿,糸原 健斗,2-2
3,ストレート,147km/h,ボール,平野 佳寿,糸原 健斗,2-2
4,ストレート,145km/h,見逃し,平野 佳寿,糸原 健斗,2-2
5,ストレート,145km/h,見逃し,平野 佳寿,糸原 健斗,2-2
6,ストレート,147km/h,四球,平野 佳寿,糸原 健斗,2-2
1,フォーク,137km/h,見逃し,平野 佳寿,糸井 嘉男,2-2
2,ストレート,146km/h,遊飛,平野 佳寿,糸井 嘉男,2-2
1,ストレート,145km/h,見逃し  [バント構え],平野 佳寿,髙寺 望夢,2-2
2,フォーク,-,投犠打,平野 佳寿,髙寺 望夢,2-2
1,フォーク,140km/h,ボール  [ワンバウンド],平野 佳寿,梅野 隆太郎,2-2
2,フォーク,141km/h,見逃し,平野 佳寿,梅野 隆太郎,2-2
3,ストレート,150km/h,見逃し,平野 佳寿,梅野 隆太郎,2-2
4,ストレート,152km/h,ボール,平野 佳寿,梅野 隆太郎,2-2
5,フォーク,135km/h,ボール  [ワンバウンド],平野 佳寿,梅野 隆太郎,2-2
