投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,スライダー,128km/h,見逃し,佐藤 隼輔,木村 文紀,0-2,●
2,スライダー,127km/h,空振り,佐藤 隼輔,木村 文紀,0-2,●
3,ストレート,148km/h,ボール,佐藤 隼輔,木村 文紀,0-2,●
4,スライダー,132km/h,ボール,佐藤 隼輔,木村 文紀,0-2,●
5,ストレート,148km/h,空三振,佐藤 隼輔,木村 文紀,0-2,●
1,ストレート,148km/h,ボール,佐藤 隼輔,杉谷 拳士,0-2,●
2,ストレート,147km/h,ボール,佐藤 隼輔,杉谷 拳士,0-2,●
3,ストレート,147km/h,ファウル  [一塁ベンチへ飛び込む],佐藤 隼輔,杉谷 拳士,0-2,●
4,ストレート,147km/h,ボール,佐藤 隼輔,杉谷 拳士,0-2,●
5,ストレート,147km/h,ファウル,佐藤 隼輔,杉谷 拳士,0-2,●
6,ストレート,147km/h,四球  [投手バランスを崩す],佐藤 隼輔,杉谷 拳士,0-2,●
1,ストレート,147km/h,見逃し,佐藤 隼輔,宇佐見 真吾,0-2,●
2,ストレート,148km/h,ボール,佐藤 隼輔,宇佐見 真吾,0-2,●
3,ストレート,147km/h,ボール,佐藤 隼輔,宇佐見 真吾,0-2,●
4,ストレート,146km/h,三安  [グラブ弾く],佐藤 隼輔,宇佐見 真吾,0-2,●
1,スライダー,128km/h,見逃し,佐藤 隼輔,石井 一成,0-2,●●
2,ストレート,149km/h,見逃し,佐藤 隼輔,石井 一成,0-2,●●
3,スライダー,131km/h,ボール,佐藤 隼輔,石井 一成,0-2,●●
4,スライダー,132km/h,三ゴロ,佐藤 隼輔,石井 一成,0-2,●●
1,スライダー,130km/h,死球  [すっぽ抜け],佐藤 隼輔,清宮 幸太郎,1-2,●●
1,スライダー,127km/h,ボール  [すっぽ抜け、打者のけぞる、転倒],佐藤 隼輔,五十幡 亮汰,2-2,●●
2,ストレート,147km/h,ボール,佐藤 隼輔,五十幡 亮汰,2-2,●●
3,ストレート,148km/h,ボール,佐藤 隼輔,五十幡 亮汰,2-2,●●
4,ストレート,147km/h,四球,佐藤 隼輔,五十幡 亮汰,2-2,●●
1,パワーカーブ,130km/h,空振り  [ワンバウンド、ハーフスイング],宮川 哲,野村 佑希,4-2,●●
2,フォーク,137km/h,空振り,宮川 哲,野村 佑希,4-2,●●
3,パワーカーブ,134km/h,ボール,宮川 哲,野村 佑希,4-2,●●
4,カットボール,144km/h,右安,宮川 哲,野村 佑希,4-2,●●
1,カットボール,143km/h,見逃し,宮川 哲,谷内 亮太,4-2,●●●
2,フォーク,137km/h,ボール  [ハーフスイング],宮川 哲,谷内 亮太,4-2,●●●
3,パワーカーブ,132km/h,ファウル,宮川 哲,谷内 亮太,4-2,●●●
4,フォーク,137km/h,ファウル,宮川 哲,谷内 亮太,4-2,●●●
5,ストレート,149km/h,ボール,宮川 哲,谷内 亮太,4-2,●●●
6,パワーカーブ,132km/h,ボール  [ワンバウンド],宮川 哲,谷内 亮太,4-2,●●●
7,カットボール,144km/h,二ゴロ,宮川 哲,谷内 亮太,4-2,●●●
1,ストレート,134km/h,ボール  [セーフティバント、バント構え],根本 悠楓,鈴木 将平,4-2,
2,カーブ,106km/h,ボール,根本 悠楓,鈴木 将平,4-2,
3,ストレート,137km/h,ボール,根本 悠楓,鈴木 将平,4-2,
4,ストレート,137km/h,四球,根本 悠楓,鈴木 将平,4-2,
1,ストレート,141km/h,見逃し,根本 悠楓,オグレディ,4-2,●
2,ストレート,142km/h,ボール,根本 悠楓,オグレディ,4-2,●
3,スライダー,126km/h,ファウル,根本 悠楓,オグレディ,4-2,●
4,スライダー,128km/h,ファウル,根本 悠楓,オグレディ,4-2,●
5,ストレート,139km/h,ボール  [高めのつり球を要求、打者のけぞる],根本 悠楓,オグレディ,4-2,●
6,ストレート,142km/h,ファウル,根本 悠楓,オグレディ,4-2,●
7,スライダー,129km/h,ファウル,根本 悠楓,オグレディ,4-2,●
8,スライダー,129km/h,ファウル,根本 悠楓,オグレディ,4-2,●
9,ストレート,143km/h,ファウル,根本 悠楓,オグレディ,4-2,●
10,カーブ,108km/h,ボール  [ワンバウンド],根本 悠楓,オグレディ,4-2,●
11,スライダー,131km/h,空三振  [ワンバウンド],根本 悠楓,オグレディ,4-2,●
1,ストレート,139km/h,見逃し,根本 悠楓,平沼 翔太,4-2,●
2,ストレート,140km/h,ファウル,根本 悠楓,平沼 翔太,4-2,●
3,ストレート,142km/h,左安  [詰り],根本 悠楓,平沼 翔太,4-2,●
1,スライダー,128km/h,ボール  [ワンバウンド],根本 悠楓,呉 念庭,4-2,●●
2,ストレート,142km/h,中安  [好返球、リプレー検証後判定変わらず],根本 悠楓,呉 念庭,4-2,●●
1,ストレート,141km/h,ファウル,根本 悠楓,源田 壮亮,4-2,●●●
2,ストレート,144km/h,見逃し,根本 悠楓,源田 壮亮,4-2,●●●
3,スライダー,131km/h,空三振  [ハーフスイング],根本 悠楓,源田 壮亮,4-2,●●●
1,パワーカーブ,130km/h,ボール,宮川 哲,上川畑 大悟,4-2,
2,カットボール,143km/h,見逃し,宮川 哲,上川畑 大悟,4-2,
3,パワーカーブ,129km/h,中安,宮川 哲,上川畑 大悟,4-2,
1,ストレート,149km/h,見逃し,宮川 哲,今川 優馬,4-2,●
2,カットボール,143km/h,ファウル,宮川 哲,今川 優馬,4-2,●
3,ストレート,148km/h,ボール,宮川 哲,今川 優馬,4-2,●
4,カットボール,142km/h,ボール  [ワンバウンド],宮川 哲,今川 優馬,4-2,●
5,カットボール,143km/h,ファウル,宮川 哲,今川 優馬,4-2,●
6,カットボール,142km/h,ボール,宮川 哲,今川 優馬,4-2,●
7,カットボール,142km/h,遊飛  [ランエンドヒット],宮川 哲,今川 優馬,4-2,●
1,パワーカーブ,132km/h,ボール  [ワンバウンド],宮川 哲,杉谷 拳士,4-2,●
1,パワーカーブ,132km/h,ボール  [ワンバウンド],宮川 哲,杉谷 拳士,4-2,●●
2,フォーク,134km/h,ボール  [ワンバウンド],宮川 哲,杉谷 拳士,4-2,●●
3,ストレート,148km/h,ファウル,宮川 哲,杉谷 拳士,4-2,●●
4,ストレート,147km/h,見逃し,宮川 哲,杉谷 拳士,4-2,●●
5,ストレート,147km/h,遊直  [野手の正面をつく、慌てて戻る],宮川 哲,杉谷 拳士,4-2,●●
1,カットボール,143km/h,ボール,宮川 哲,梅林 優貴,4-2,●●●
2,ストレート,148km/h,投ゴロ  [好プレイ],宮川 哲,梅林 優貴,4-2,●●●
1,スライダー,113km/h,空振り,鈴木 健矢,森 友哉,4-2,●
2,シンカー,127km/h,ボール,鈴木 健矢,森 友哉,4-2,●
3,ストレート,128km/h,ボール,鈴木 健矢,森 友哉,4-2,●
4,スライダー,112km/h,見逃し,鈴木 健矢,森 友哉,4-2,●
5,スライダー,115km/h,ファウル,鈴木 健矢,森 友哉,4-2,●
6,ストレート,129km/h,中飛,鈴木 健矢,森 友哉,4-2,●
1,カーブ,85km/h,ボール,鈴木 健矢,山川 穂高,4-2,●●
2,ストレート,126km/h,ボール,鈴木 健矢,山川 穂高,4-2,●●
3,ストレート,127km/h,中飛,鈴木 健矢,山川 穂高,4-2,●●
1,ストレート,128km/h,ファウル  [自打球],鈴木 健矢,中村 剛也,4-2,●●●
2,ストレート,129km/h,ボール  [ワンバウンド],鈴木 健矢,中村 剛也,4-2,●●●
3,スライダー,117km/h,ボール,鈴木 健矢,中村 剛也,4-2,●●●
4,スライダー,115km/h,空振り,鈴木 健矢,中村 剛也,4-2,●●●
5,シンカー,127km/h,ボール,鈴木 健矢,中村 剛也,4-2,●●●
6,ストレート,129km/h,右飛,鈴木 健矢,中村 剛也,4-2,●●●
1,ストレート,143km/h,ボール,十亀 剣,石井 一成,4-2,●
2,ストレート,142km/h,見逃し,十亀 剣,石井 一成,4-2,●
3,カーブ,111km/h,空振り,十亀 剣,石井 一成,4-2,●
4,ストレート,142km/h,空三振  [観客大歓声],十亀 剣,石井 一成,4-2,●
1,スライダー,130km/h,ファウル,公文 克彦,清宮 幸太郎,4-2,●●
2,スライダー,133km/h,ボール  [ワンバウンド],公文 克彦,清宮 幸太郎,4-2,●●
3,スライダー,132km/h,ボール,公文 克彦,清宮 幸太郎,4-2,●●
4,ストレート,144km/h,ファウル,公文 克彦,清宮 幸太郎,4-2,●●
5,ストレート,147km/h,ファウル,公文 克彦,清宮 幸太郎,4-2,●●
6,ストレート,147km/h,ボール  [ワンバウンド],公文 克彦,清宮 幸太郎,4-2,●●
7,スライダー,133km/h,三飛  [高々と舞い上がる],公文 克彦,清宮 幸太郎,4-2,●●
1,スライダー,132km/h,ファウル,公文 克彦,五十幡 亮汰,4-2,●●●
2,ストレート,147km/h,見逃し,公文 克彦,五十幡 亮汰,4-2,●●●
3,スライダー,134km/h,空三振,公文 克彦,五十幡 亮汰,4-2,●●●
1,スライダー,126km/h,見逃し,長谷川 威展,愛斗,4-2,●
2,スライダー,127km/h,見逃し,長谷川 威展,愛斗,4-2,●
3,ツーシーム,141km/h,遊ゴロ  [バットの先、バウンド高い、ランニングスロー、好プレイ],長谷川 威展,愛斗,4-2,●
1,スライダー,127km/h,ボール,長谷川 威展,鈴木 将平,4-2,●
2,カットボール,132km/h,ボール,長谷川 威展,鈴木 将平,4-2,●
3,スライダー,127km/h,見逃し,長谷川 威展,鈴木 将平,4-2,●
4,スライダー,127km/h,中安,長谷川 威展,鈴木 将平,4-2,●
1,スライダー,124km/h,ボール,長谷川 威展,オグレディ,4-2,●●
2,ストレート,140km/h,ボール  [ワンバウンド、捕手後逸阻止],長谷川 威展,オグレディ,4-2,●●
3,スライダー,127km/h,ボール,長谷川 威展,オグレディ,4-2,●●
4,スライダー,126km/h,見逃し,長谷川 威展,オグレディ,4-2,●●
5,スライダー,125km/h,右飛,長谷川 威展,オグレディ,4-2,●●
1,ストレート,140km/h,見逃し,長谷川 威展,平沼 翔太,4-2,●●
2,スライダー,126km/h,ボール  [ヘッドスライディング、リプレー検証後判定変わらず],長谷川 威展,平沼 翔太,4-2,●●
1,ストレート,140km/h,見逃し,長谷川 威展,平沼 翔太,4-2,●●●
2,スライダー,126km/h,ボール  [ヘッドスライディング、リプレー検証後判定変わらず],長谷川 威展,平沼 翔太,4-2,●●●
3,スライダー,124km/h,ファウル,長谷川 威展,平沼 翔太,4-2,●●●
4,スライダー,131km/h,空三振,長谷川 威展,平沼 翔太,4-2,●●●
1,ストレート,152km/h,ファウル,スミス,野村 佑希,4-2,●
2,ストレート,151km/h,ボール  [高めのつり球を要求],スミス,野村 佑希,4-2,●
3,ストレート,152km/h,ファウル  [珍プレイ],スミス,野村 佑希,4-2,●
4,ストレート,155km/h,ファウル,スミス,野村 佑希,4-2,●
5,ストレート,155km/h,空三振,スミス,野村 佑希,4-2,●
1,ナックルカーブ,126km/h,ボール,スミス,谷内 亮太,4-2,●●
2,ストレート,154km/h,空振り,スミス,谷内 亮太,4-2,●●
3,ストレート,156km/h,空振り,スミス,谷内 亮太,4-2,●●
4,ストレート,156km/h,見三振  [全く反応できず],スミス,谷内 亮太,4-2,●●
1,ストレート,153km/h,見逃し,スミス,上川畑 大悟,4-2,●●●
2,ストレート,156km/h,ボール,スミス,上川畑 大悟,4-2,●●●
3,ナックルカーブ,128km/h,ボール  [ワンバウンド],スミス,上川畑 大悟,4-2,●●●
4,ストレート,154km/h,ファウル,スミス,上川畑 大悟,4-2,●●●
5,ナックルカーブ,130km/h,遊直  [詰り],スミス,上川畑 大悟,4-2,●●●
1,スライダー,125km/h,見逃し,河野 竜生,呉 念庭,4-2,●
2,ストレート,143km/h,ボール,河野 竜生,呉 念庭,4-2,●
3,ツーシーム,141km/h,一ゴロ  [痛烈な当たり],河野 竜生,呉 念庭,4-2,●
1,ストレート,144km/h,ファウル,河野 竜生,源田 壮亮,4-2,●●
2,スライダー,127km/h,見逃し,河野 竜生,源田 壮亮,4-2,●●
3,ツーシーム,144km/h,ボール,河野 竜生,源田 壮亮,4-2,●●
4,ストレート,146km/h,三ゴロ  [痛烈な当たり、ライン際、好プレイ],河野 竜生,源田 壮亮,4-2,●●
1,チェンジアップ,127km/h,ボール  [ワンバウンド],河野 竜生,柘植 世那,4-2,●●●
2,カットボール,136km/h,ファウル  [ライン際],河野 竜生,柘植 世那,4-2,●●●
3,カットボール,134km/h,ファウル  [球審に打球が直撃],河野 竜生,柘植 世那,4-2,●●●
4,ストレート,146km/h,空三振,河野 竜生,柘植 世那,4-2,●●●
1,ストレート,142km/h,ファウル,森脇 亮介,今川 優馬,4-2,●
2,ストレート,143km/h,ボール,森脇 亮介,今川 優馬,4-2,●
3,ストレート,142km/h,ボール,森脇 亮介,今川 優馬,4-2,●
4,フォーク,126km/h,ボール,森脇 亮介,今川 優馬,4-2,●
5,フォーク,127km/h,空振り,森脇 亮介,今川 優馬,4-2,●
6,ストレート,144km/h,ファウル,森脇 亮介,今川 優馬,4-2,●
7,ストレート,146km/h,中飛,森脇 亮介,今川 優馬,4-2,●
1,ストレート,145km/h,ボール,森脇 亮介,中島 卓也,4-2,●
2,ストレート,142km/h,右３  [ライン際、打球処理もたつく],森脇 亮介,中島 卓也,4-2,●
1,ストレート,144km/h,ボール,森脇 亮介,梅林 優貴,4-2,●●
2,フォーク,124km/h,空振り  [スクイズ失敗、ワンバウンド、バント空振り、挟まれる],森脇 亮介,梅林 優貴,4-2,●●
1,ストレート,144km/h,ボール,森脇 亮介,梅林 優貴,4-2,●●●
2,フォーク,124km/h,空振り  [スクイズ失敗、ワンバウンド、バント空振り、挟まれる],森脇 亮介,梅林 優貴,4-2,●●●
3,フォーク,127km/h,空振り,森脇 亮介,梅林 優貴,4-2,●●●
4,ストレート,146km/h,見三振,森脇 亮介,梅林 優貴,4-2,●●●
1,ストレート,150km/h,見逃し,北山 亘基,山川 穂高,4-2,●
2,ストレート,150km/h,ボール,北山 亘基,山川 穂高,4-2,●
3,ストレート,150km/h,空振り,北山 亘基,山川 穂高,4-2,●
4,ストレート,153km/h,遊ゴロ  [引っかけ],北山 亘基,山川 穂高,4-2,●
1,ストレート,151km/h,ボール,北山 亘基,中村 剛也,4-2,●●
2,ストレート,151km/h,空振り,北山 亘基,中村 剛也,4-2,●●
3,ストレート,152km/h,空振り,北山 亘基,中村 剛也,4-2,●●
4,ストレート,152km/h,ファウル,北山 亘基,中村 剛也,4-2,●●
5,ストレート,152km/h,ボール,北山 亘基,中村 剛也,4-2,●●
6,ストレート,151km/h,ボール,北山 亘基,中村 剛也,4-2,●●
7,ストレート,152km/h,ファウル,北山 亘基,中村 剛也,4-2,●●
8,ストレート,151km/h,一飛  [高々と舞い上がる],北山 亘基,中村 剛也,4-2,●●
1,ストレート,150km/h,ファウル,北山 亘基,栗山 巧,4-2,●●●
2,ストレート,149km/h,ファウル,北山 亘基,栗山 巧,4-2,●●●
3,ストレート,151km/h,ファウル  [止めたバットに当たる],北山 亘基,栗山 巧,4-2,●●●
4,ストレート,153km/h,空三振,北山 亘基,栗山 巧,4-2,●●●
1,ストレート,139km/h,見逃し,小川 泰弘,桑原 将志,0-0,●
2,ストレート,-,見逃し,小川 泰弘,桑原 将志,0-0,●
3,ストレート,136km/h,ファウル,小川 泰弘,桑原 将志,0-0,●
4,チェンジアップ,100km/h,三直,小川 泰弘,桑原 将志,0-0,●
1,ストレート,142km/h,ボール,小川 泰弘,楠本 泰史,0-0,●●
2,ストレート,143km/h,ファウル,小川 泰弘,楠本 泰史,0-0,●●
3,ナックルカーブ,118km/h,ファウル,小川 泰弘,楠本 泰史,0-0,●●
4,スライダー,130km/h,ボール,小川 泰弘,楠本 泰史,0-0,●●
5,ストレート,145km/h,中飛,小川 泰弘,楠本 泰史,0-0,●●
1,ストレート,141km/h,遊飛  [高々と舞い上がる],小川 泰弘,佐野 恵太,0-0,●●●
1,ストレート,147km/h,ボール,坂本 裕哉,塩見 泰隆,0-0,●
2,カットボール,141km/h,ボール,坂本 裕哉,塩見 泰隆,0-0,●
3,カットボール,132km/h,見逃し,坂本 裕哉,塩見 泰隆,0-0,●
4,ストレート,145km/h,ファウル,坂本 裕哉,塩見 泰隆,0-0,●
5,チェンジアップ,134km/h,ファウル,坂本 裕哉,塩見 泰隆,0-0,●
6,チェンジアップ,136km/h,三ゴロ,坂本 裕哉,塩見 泰隆,0-0,●
1,ストレート,145km/h,見逃し,坂本 裕哉,坂口 智隆,0-0,●
2,スライダー,133km/h,空振り,坂本 裕哉,坂口 智隆,0-0,●
3,ストレート,147km/h,左安  [観客大歓声],坂本 裕哉,坂口 智隆,0-0,●
1,ストレート,141km/h,ボール,坂本 裕哉,山田 哲人,0-0,●
2,チェンジアップ,136km/h,ボール,坂本 裕哉,山田 哲人,0-0,●
3,ツーシーム,140km/h,見逃し,坂本 裕哉,山田 哲人,0-0,●
4,ツーシーム,142km/h,ボール,坂本 裕哉,山田 哲人,0-0,●
5,ストレート,141km/h,ファウル,坂本 裕哉,山田 哲人,0-0,●
6,ストレート,142km/h,四球,坂本 裕哉,山田 哲人,0-0,●
1,ストレート,147km/h,空振り,坂本 裕哉,村上 宗隆,0-0,●●
2,ストレート,147km/h,ボール,坂本 裕哉,村上 宗隆,0-0,●●
3,カットボール,139km/h,見逃し,坂本 裕哉,村上 宗隆,0-0,●●
4,ストレート,147km/h,二ゴロ  [併殺崩れ],坂本 裕哉,村上 宗隆,0-0,●●
1,ストレート,147km/h,中飛  [痛烈な当たり],坂本 裕哉,内川 聖一,0-0,●●●
1,ナックルカーブ,-,ボール  [ワンバウンド],小川 泰弘,牧 秀悟,0-0,
2,ナックルカーブ,119km/h,ボール,小川 泰弘,牧 秀悟,0-0,
3,ストレート,144km/h,ボール,小川 泰弘,牧 秀悟,0-0,
4,ストレート,145km/h,見逃し,小川 泰弘,牧 秀悟,0-0,
5,ストレート,146km/h,見逃し,小川 泰弘,牧 秀悟,0-0,
6,ストレート,145km/h,ファウル,小川 泰弘,牧 秀悟,0-0,
7,ストレート,146km/h,右安,小川 泰弘,牧 秀悟,0-0,
1,チェンジアップ,123km/h,左本  [本塁打確信],小川 泰弘,ソト,2-0,
1,ストレート,145km/h,中飛  [バット放り投げる],小川 泰弘,嶺井 博希,2-0,●
1,ストレート,145km/h,ボール,小川 泰弘,柴田 竜拓,2-0,●●
2,スライダー,133km/h,ファウル,小川 泰弘,柴田 竜拓,2-0,●●
3,ナックルカーブ,118km/h,ボール,小川 泰弘,柴田 竜拓,2-0,●●
4,スライダー,131km/h,見逃し,小川 泰弘,柴田 竜拓,2-0,●●
5,ストレート,144km/h,ファウル,小川 泰弘,柴田 竜拓,2-0,●●
6,ストレート,142km/h,ボール,小川 泰弘,柴田 竜拓,2-0,●●
7,ストレート,145km/h,空三振,小川 泰弘,柴田 竜拓,2-0,●●
1,ナックルカーブ,119km/h,左飛,小川 泰弘,森 敬斗,2-0,●●●
1,チェンジアップ,134km/h,ボール,坂本 裕哉,キブレハン,2-0,●
2,ストレート,139km/h,遊ゴロ,坂本 裕哉,キブレハン,2-0,●
1,ナックルカーブ,116km/h,ボール,坂本 裕哉,中村 悠平,2-0,●
2,カットボール,139km/h,ボール,坂本 裕哉,中村 悠平,2-0,●
3,ツーシーム,136km/h,ボール,坂本 裕哉,中村 悠平,2-0,●
4,ストレート,144km/h,見逃し,坂本 裕哉,中村 悠平,2-0,●
5,ツーシーム,142km/h,四球,坂本 裕哉,中村 悠平,2-0,●
1,ツーシーム,141km/h,ファウル  [自打球],坂本 裕哉,長岡 秀樹,2-0,●●
2,カットボール,133km/h,ボール  [ハーフスイング],坂本 裕哉,長岡 秀樹,2-0,●●
3,ストレート,145km/h,投ゴロ  [投手のグラブを弾く],坂本 裕哉,長岡 秀樹,2-0,●●
1,ツーシーム,141km/h,遊ゴロ  [バットの先、引っかけ、ランニングスロー],坂本 裕哉,小川 泰弘,2-0,●●●
1,ストレート,-,見逃し,小川 泰弘,坂本 裕哉,2-0,●
2,ストレート,144km/h,空振り,小川 泰弘,坂本 裕哉,2-0,●
3,ストレート,143km/h,空三振,小川 泰弘,坂本 裕哉,2-0,●
1,チェンジアップ,98km/h,見逃し,小川 泰弘,桑原 将志,2-0,●
2,ストレート,145km/h,ファウル,小川 泰弘,桑原 将志,2-0,●
3,スライダー,129km/h,左安,小川 泰弘,桑原 将志,2-0,●
1,スライダー,129km/h,ボール,小川 泰弘,楠本 泰史,2-0,●●
2,スライダー,131km/h,二ゴロ  [ランエンドヒット],小川 泰弘,楠本 泰史,2-0,●●
1,ストレート,144km/h,ボール,小川 泰弘,佐野 恵太,2-0,●●●
2,チェンジアップ,110km/h,見逃し,小川 泰弘,佐野 恵太,2-0,●●●
3,ストレート,143km/h,見逃し,小川 泰弘,佐野 恵太,2-0,●●●
4,ストレート,140km/h,一直  [痛烈な当たり、野手の正面をつく],小川 泰弘,佐野 恵太,2-0,●●●
1,カットボール,137km/h,ファウル  [自打球],坂本 裕哉,塩見 泰隆,2-0,
2,ツーシーム,136km/h,ボール  [ワンバウンド],坂本 裕哉,塩見 泰隆,2-0,
3,カットボール,138km/h,ファウル,坂本 裕哉,塩見 泰隆,2-0,
4,スライダー,135km/h,ボール,坂本 裕哉,塩見 泰隆,2-0,
5,ストレート,147km/h,ファウル,坂本 裕哉,塩見 泰隆,2-0,
6,ストレート,147km/h,ファウル,坂本 裕哉,塩見 泰隆,2-0,
7,ストレート,143km/h,中安,坂本 裕哉,塩見 泰隆,2-0,
1,ストレート,141km/h,見逃し,坂本 裕哉,坂口 智隆,2-0,●
2,ストレート,138km/h,ファウル  [フルスイング、転倒],坂本 裕哉,坂口 智隆,2-0,●
3,ストレート,148km/h,遊飛,坂本 裕哉,坂口 智隆,2-0,●
1,ツーシーム,142km/h,ボール,坂本 裕哉,山田 哲人,2-0,●
2,ツーシーム,142km/h,左安,坂本 裕哉,山田 哲人,2-0,●
1,ストレート,145km/h,左安,坂本 裕哉,村上 宗隆,2-1,●
1,ストレート,144km/h,見逃し,坂本 裕哉,内川 聖一,2-2,●
2,ストレート,144km/h,左２  [打者ガッツポーズ、観客大歓声、涙を流す、涙を流す],坂本 裕哉,内川 聖一,2-2,●
1,ストレート,144km/h,ボール,坂本 裕哉,キブレハン,2-5,●
2,ツーシーム,137km/h,左本  [本塁打確信],坂本 裕哉,キブレハン,2-5,●
1,ツーシーム,138km/h,見逃し,坂本 裕哉,中村 悠平,2-5,●●
2,ストレート,145km/h,右飛  [サイン違い],坂本 裕哉,中村 悠平,2-5,●●
1,カットボール,137km/h,ボール,坂本 裕哉,長岡 秀樹,2-5,●●●
2,カットボール,133km/h,ファウル,坂本 裕哉,長岡 秀樹,2-5,●●●
3,スライダー,125km/h,ボール,坂本 裕哉,長岡 秀樹,2-5,●●●
4,ツーシーム,141km/h,ボール,坂本 裕哉,長岡 秀樹,2-5,●●●
5,ストレート,145km/h,ファウル,坂本 裕哉,長岡 秀樹,2-5,●●●
6,ストレート,145km/h,ファウル,坂本 裕哉,長岡 秀樹,2-5,●●●
7,ツーシーム,141km/h,空三振,坂本 裕哉,長岡 秀樹,2-5,●●●
1,ストレート,145km/h,ボール,清水 昇,牧 秀悟,2-5,●
2,ストレート,-,見逃し,清水 昇,牧 秀悟,2-5,●
3,カーブ,115km/h,見逃し,清水 昇,牧 秀悟,2-5,●
4,カーブ,116km/h,ボール  [ワンバウンド],清水 昇,牧 秀悟,2-5,●
5,ストレート,147km/h,一邪飛,清水 昇,牧 秀悟,2-5,●
1,カーブ,115km/h,ボール,清水 昇,ソト,2-5,●●
2,ストレート,145km/h,右飛,清水 昇,ソト,2-5,●●
1,カーブ,114km/h,ボール,清水 昇,嶺井 博希,2-5,●●●
2,カーブ,116km/h,見逃し,清水 昇,嶺井 博希,2-5,●●●
3,カーブ,116km/h,ファウル,清水 昇,嶺井 博希,2-5,●●●
4,カーブ,117km/h,一ゴロ  [バットの先],清水 昇,嶺井 博希,2-5,●●●
1,ストレート,147km/h,ボール,京山 将弥,川端 慎吾,2-5,●
2,ストレート,149km/h,二ゴロ  [詰り],京山 将弥,川端 慎吾,2-5,●
1,ストレート,-,右飛,京山 将弥,塩見 泰隆,2-5,●●
1,ストレート,148km/h,ボール,京山 将弥,オスナ,2-5,●●●
2,カットボール,141km/h,ボール,京山 将弥,オスナ,2-5,●●●
3,ストレート,148km/h,ファウル,京山 将弥,オスナ,2-5,●●●
4,カットボール,141km/h,見逃し,京山 将弥,オスナ,2-5,●●●
5,スプリット,141km/h,ボール  [ワンバウンド],京山 将弥,オスナ,2-5,●●●
6,ストレート,151km/h,ファウル,京山 将弥,オスナ,2-5,●●●
7,カットボール,142km/h,ファウル,京山 将弥,オスナ,2-5,●●●
8,ストレート,151km/h,二ゴロ,京山 将弥,オスナ,2-5,●●●
1,ストレート,144km/h,二飛,原 樹理,柴田 竜拓,2-5,●
1,ストレート,146km/h,ボール,原 樹理,森 敬斗,2-5,●
2,ストレート,146km/h,ファウル,原 樹理,森 敬斗,2-5,●
3,スライダー,127km/h,三安  [強襲],原 樹理,森 敬斗,2-5,●
1,ストレート,142km/h,ボール  [バント構え],原 樹理,京山 将弥,2-5,●●
2,ストレート,144km/h,投犠打,原 樹理,京山 将弥,2-5,●●
1,シュート,145km/h,ファウル,原 樹理,桑原 将志,2-5,●●
2,シュート,147km/h,ファウル,原 樹理,桑原 将志,2-5,●●
3,シンカー,143km/h,ボール  [ワンバウンド],原 樹理,桑原 将志,2-5,●●
4,ストレート,147km/h,ファウル,原 樹理,桑原 将志,2-5,●●
5,シュート,147km/h,ファウル  [自打球],原 樹理,桑原 将志,2-5,●●
6,フォーク,141km/h,ボール  [ワンバウンド],原 樹理,桑原 将志,2-5,●●
7,シュート,146km/h,ボール,原 樹理,桑原 将志,2-5,●●
8,スライダー,130km/h,ファウル,原 樹理,桑原 将志,2-5,●●
9,シュート,145km/h,四球  [ワンバウンド],原 樹理,桑原 将志,2-5,●●
1,ストレート,149km/h,ボール,原 樹理,楠本 泰史,2-5,●●●
2,スライダー,129km/h,ファウル,原 樹理,楠本 泰史,2-5,●●●
3,ストレート,147km/h,ボール,原 樹理,楠本 泰史,2-5,●●●
4,ストレート,148km/h,ファウル,原 樹理,楠本 泰史,2-5,●●●
5,フォーク,140km/h,ファウル,原 樹理,楠本 泰史,2-5,●●●
6,フォーク,138km/h,空三振,原 樹理,楠本 泰史,2-5,●●●
1,カーブ,117km/h,ボール,京山 将弥,宮本 丈,2-5,●
2,ストレート,149km/h,ファウル,京山 将弥,宮本 丈,2-5,●
3,カットボール,141km/h,空振り,京山 将弥,宮本 丈,2-5,●
4,カットボール,141km/h,ファウル,京山 将弥,宮本 丈,2-5,●
5,ストレート,149km/h,ボール,京山 将弥,宮本 丈,2-5,●
6,カットボール,143km/h,空三振,京山 将弥,宮本 丈,2-5,●
1,ストレート,149km/h,ファウル,京山 将弥,村上 宗隆,2-5,●●
2,ストレート,149km/h,空振り,京山 将弥,村上 宗隆,2-5,●●
3,ストレート,150km/h,ファウル  [高めのつり球を要求],京山 将弥,村上 宗隆,2-5,●●
4,ストレート,151km/h,ボール,京山 将弥,村上 宗隆,2-5,●●
5,ストレート,151km/h,ファウル  [高めのつり球を要求],京山 将弥,村上 宗隆,2-5,●●
6,ストレート,149km/h,一ゴロ,京山 将弥,村上 宗隆,2-5,●●
1,カーブ,120km/h,ボール,東 克樹,丸山 和郁,2-5,●●
2,ストレート,147km/h,空振り,東 克樹,丸山 和郁,2-5,●●
3,ストレート,147km/h,ボール,東 克樹,丸山 和郁,2-5,●●
4,ストレート,147km/h,空振り,東 克樹,丸山 和郁,2-5,●●
5,ストレート,149km/h,ボール,東 克樹,丸山 和郁,2-5,●●
6,カットボール,137km/h,二安  [お手玉],東 克樹,丸山 和郁,2-5,●●
