投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
6,カーブ,102km/h,空三振  [泳ぎ],辛島 航,中島 卓也,2-0,●
1,スライダー,122km/h,二ゴロ  [内野一塁寄り、引っかけ],辛島 航,清宮 幸太郎,2-0,●●
1,ストレート,136km/h,ボール,辛島 航,細川 凌平,2-0,●●●
2,ストレート,134km/h,見逃し,辛島 航,細川 凌平,2-0,●●●
3,ストレート,135km/h,左飛,辛島 航,細川 凌平,2-0,●●●
1,カットボール,137km/h,左安,河野 竜生,太田 光,2-0,
1,カットボール,133km/h,投犠打,河野 竜生,山﨑 剛,2-0,●
1,ストレート,142km/h,ボール,河野 竜生,小深田 大翔,2-0,●●
2,スライダー,128km/h,ファウル  [止めたバットに当たる],河野 竜生,小深田 大翔,2-0,●●
3,カットボール,133km/h,ファウル,河野 竜生,小深田 大翔,2-0,●●
4,ツーシーム,143km/h,ボール,河野 竜生,小深田 大翔,2-0,●●
5,スライダー,127km/h,空三振  [ハーフスイング],河野 竜生,小深田 大翔,2-0,●●
1,ストレート,149km/h,見逃し,北山 亘基,浅村 栄斗,2-0,●●
2,ストレート,151km/h,ボール,北山 亘基,浅村 栄斗,2-0,●●
3,ナックルカーブ,120km/h,ボール,北山 亘基,浅村 栄斗,2-0,●●
4,ストレート,147km/h,ボール,北山 亘基,浅村 栄斗,2-0,●●
5,ストレート,150km/h,空振り  [フルスイング],北山 亘基,浅村 栄斗,2-0,●●
6,ストレート,150km/h,ファウル,北山 亘基,浅村 栄斗,2-0,●●
7,ストレート,151km/h,四球,北山 亘基,浅村 栄斗,2-0,●●
1,ナックルカーブ,120km/h,投ゴロ  [投手直撃],北山 亘基,島内 宏明,2-0,●●●
1,スライダー,126km/h,ボール,辛島 航,近藤 健介,2-0,●
2,シュート,133km/h,見逃し,辛島 航,近藤 健介,2-0,●
3,ストレート,134km/h,二ゴロ  [詰り],辛島 航,近藤 健介,2-0,●
1,シュート,133km/h,見逃し,辛島 航,木村 文紀,2-0,●
2,スライダー,116km/h,ボール,辛島 航,木村 文紀,2-0,●
3,シュート,129km/h,ファウル,辛島 航,木村 文紀,2-0,●
4,ストレート,135km/h,ボール,辛島 航,木村 文紀,2-0,●
5,カーブ,103km/h,ボール,辛島 航,木村 文紀,2-0,●
6,チェンジアップ,118km/h,ファウル,辛島 航,木村 文紀,2-0,●
7,スライダー,121km/h,四球,辛島 航,木村 文紀,2-0,●
1,ストレート,136km/h,二併打,辛島 航,上川畑 大悟,2-0,●●●
1,ストレート,139km/h,中本  [スタンドギリギリ、バックスクリーン右],井口 和朋,辰己 涼介,3-0,
1,ストレート,145km/h,見逃し,井口 和朋,鈴木 大地,3-0,
2,カーブ,118km/h,右２,井口 和朋,鈴木 大地,3-0,
1,ストレート,145km/h,空振り,井口 和朋,茂木 栄五郎,4-0,
2,ストレート,146km/h,ボール,井口 和朋,茂木 栄五郎,4-0,
3,ストレート,145km/h,右２  [フェンス直撃],井口 和朋,茂木 栄五郎,4-0,
1,ストレート,146km/h,見逃し,井口 和朋,岡島 豪郎,4-0,●
2,カットボール,139km/h,一ゴロ,井口 和朋,岡島 豪郎,4-0,●
1,ストレート,147km/h,左安  [内野前進],井口 和朋,太田 光,5-0,●
1,ストレート,145km/h,ボール,井口 和朋,山﨑 剛,5-0,●●
2,カットボール,139km/h,ボール,井口 和朋,山﨑 剛,5-0,●●
3,シュート,143km/h,ボール,井口 和朋,山﨑 剛,5-0,●●
4,ストレート,146km/h,見逃し,井口 和朋,山﨑 剛,5-0,●●
5,ストレート,145km/h,ファウル,井口 和朋,山﨑 剛,5-0,●●
6,ストレート,146km/h,二ゴロ  [ランエンドヒット],井口 和朋,山﨑 剛,5-0,●●
1,スライダー,129km/h,見逃し,井口 和朋,小深田 大翔,6-0,●●
2,フォーク,134km/h,ボール  [ワンバウンド],井口 和朋,小深田 大翔,6-0,●●
3,ストレート,146km/h,ファウル,井口 和朋,小深田 大翔,6-0,●●
4,ストレート,147km/h,ファウル,井口 和朋,小深田 大翔,6-0,●●
5,フォーク,137km/h,ボール,井口 和朋,小深田 大翔,6-0,●●
6,ストレート,143km/h,右２  [フェンス直撃],井口 和朋,小深田 大翔,6-0,●●
1,スライダー,129km/h,ファウル,井口 和朋,浅村 栄斗,6-0,●●●
2,ストレート,145km/h,ボール,井口 和朋,浅村 栄斗,6-0,●●●
3,カットボール,137km/h,ファウル  [フルスイング],井口 和朋,浅村 栄斗,6-0,●●●
4,スライダー,131km/h,ボール,井口 和朋,浅村 栄斗,6-0,●●●
5,ストレート,148km/h,ボール,井口 和朋,浅村 栄斗,6-0,●●●
6,ストレート,146km/h,ファウル,井口 和朋,浅村 栄斗,6-0,●●●
7,ストレート,147km/h,右飛  [痛烈な当たり],井口 和朋,浅村 栄斗,6-0,●●●
1,ストレート,148km/h,ボール,宋 家豪,谷内 亮太,6-0,●
2,ストレート,149km/h,見逃し,宋 家豪,谷内 亮太,6-0,●
3,チェンジアップ,135km/h,ファウル,宋 家豪,谷内 亮太,6-0,●
4,ストレート,151km/h,ボール,宋 家豪,谷内 亮太,6-0,●
5,ストレート,151km/h,遊ゴロ  [ランニングスロー],宋 家豪,谷内 亮太,6-0,●
1,スライダー,142km/h,ファウル,宋 家豪,五十幡 亮汰,6-0,●●
2,チェンジアップ,137km/h,空振り,宋 家豪,五十幡 亮汰,6-0,●●
3,チェンジアップ,139km/h,ボール,宋 家豪,五十幡 亮汰,6-0,●●
4,ストレート,151km/h,ファウル  [グリップエンドに当たる],宋 家豪,五十幡 亮汰,6-0,●●
5,ストレート,152km/h,ボール,宋 家豪,五十幡 亮汰,6-0,●●
6,チェンジアップ,138km/h,一ゴロ,宋 家豪,五十幡 亮汰,6-0,●●
1,ストレート,148km/h,見逃し,宋 家豪,今川 優馬,6-0,●●●
2,カーブ,122km/h,ボール,宋 家豪,今川 優馬,6-0,●●●
3,チェンジアップ,138km/h,空振り,宋 家豪,今川 優馬,6-0,●●●
4,ストレート,152km/h,ファウル,宋 家豪,今川 優馬,6-0,●●●
5,チェンジアップ,139km/h,ファウル  [自打球],宋 家豪,今川 優馬,6-0,●●●
6,ツーシーム,149km/h,ファウル,宋 家豪,今川 優馬,6-0,●●●
7,ストレート,152km/h,ボール,宋 家豪,今川 優馬,6-0,●●●
8,カーブ,123km/h,ボール,宋 家豪,今川 優馬,6-0,●●●
9,ツーシーム,149km/h,遊ゴロ,宋 家豪,今川 優馬,6-0,●●●
1,カーブ,107km/h,見逃し,吉田 輝星,島内 宏明,6-0,●
2,ストレート,144km/h,左飛,吉田 輝星,島内 宏明,6-0,●
1,ストレート,147km/h,見逃し,吉田 輝星,辰己 涼介,6-0,●●
2,ストレート,147km/h,一ゴロ,吉田 輝星,辰己 涼介,6-0,●●
1,フォーク,141km/h,見逃し,吉田 輝星,鈴木 大地,6-0,●●
2,フォーク,135km/h,右２  [フェンス直撃],吉田 輝星,鈴木 大地,6-0,●●
1,ストレート,144km/h,ファウル,吉田 輝星,茂木 栄五郎,6-0,●●●
2,ストレート,145km/h,空振り,吉田 輝星,茂木 栄五郎,6-0,●●●
3,ストレート,145km/h,空三振  [高めのつり球を要求],吉田 輝星,茂木 栄五郎,6-0,●●●
1,ストレート,145km/h,見逃し,安樂 智大,石井 一成,6-0,●
2,チェンジアップ,131km/h,左飛,安樂 智大,石井 一成,6-0,●
1,ストレート,148km/h,ファウル,安樂 智大,清宮 幸太郎,6-0,●●
2,ストレート,146km/h,ボール,安樂 智大,清宮 幸太郎,6-0,●●
3,ストレート,148km/h,ボール,安樂 智大,清宮 幸太郎,6-0,●●
4,チェンジアップ,131km/h,ファウル,安樂 智大,清宮 幸太郎,6-0,●●
5,ストレート,148km/h,空三振,安樂 智大,清宮 幸太郎,6-0,●●
1,ストレート,144km/h,ボール,安樂 智大,杉谷 拳士,6-0,●●●
2,ストレート,146km/h,ファウル,安樂 智大,杉谷 拳士,6-0,●●●
3,カーブ,120km/h,ボール,安樂 智大,杉谷 拳士,6-0,●●●
4,ストレート,146km/h,ボール,安樂 智大,杉谷 拳士,6-0,●●●
5,ストレート,144km/h,二ゴロ,安樂 智大,杉谷 拳士,6-0,●●●
1,ストレート,154km/h,見逃し,千賀 滉大,髙部 瑛斗,0-0,●
2,フォーク,135km/h,見逃し,千賀 滉大,髙部 瑛斗,0-0,●
3,ストレート,156km/h,見三振  [構えたところにズバリ],千賀 滉大,髙部 瑛斗,0-0,●
1,ストレート,155km/h,見逃し,千賀 滉大,角中 勝也,0-0,●●
2,ストレート,158km/h,ファウル,千賀 滉大,角中 勝也,0-0,●●
3,ストレート,155km/h,ボール,千賀 滉大,角中 勝也,0-0,●●
4,フォーク,139km/h,中飛,千賀 滉大,角中 勝也,0-0,●●
1,ストレート,157km/h,一邪飛  [バットの先、バット折れる],千賀 滉大,中村 奨吾,0-0,●●●
1,ストレート,142km/h,見逃し,小島 和哉,三森 大貴,0-0,●
2,ストレート,142km/h,ボール,小島 和哉,三森 大貴,0-0,●
3,スライダー,131km/h,ファウル,小島 和哉,三森 大貴,0-0,●
4,スライダー,128km/h,ボール  [ワンバウンド、ハーフスイング],小島 和哉,三森 大貴,0-0,●
5,ストレート,144km/h,ファウル,小島 和哉,三森 大貴,0-0,●
6,ストレート,143km/h,ファウル,小島 和哉,三森 大貴,0-0,●
7,ストレート,143km/h,三ゴロ  [詰り],小島 和哉,三森 大貴,0-0,●
1,ストレート,145km/h,ファウル,小島 和哉,牧原 大成,0-0,●
2,カーブ,113km/h,ファウル,小島 和哉,牧原 大成,0-0,●
3,チェンジアップ,130km/h,ファウル,小島 和哉,牧原 大成,0-0,●
4,カットボール,134km/h,ファウル,小島 和哉,牧原 大成,0-0,●
5,ストレート,145km/h,ボール,小島 和哉,牧原 大成,0-0,●
6,チェンジアップ,131km/h,右安,小島 和哉,牧原 大成,0-0,●
1,カットボール,136km/h,ボール,小島 和哉,柳田 悠岐,0-0,●●
2,カットボール,137km/h,ボール,小島 和哉,柳田 悠岐,0-0,●●
3,カットボール,136km/h,ファウル,小島 和哉,柳田 悠岐,0-0,●●
4,カーブ,117km/h,空振り  [ヘルメットが飛ぶ],小島 和哉,柳田 悠岐,0-0,●●
5,ストレート,145km/h,二ゴロ  [内野一塁寄り],小島 和哉,柳田 悠岐,0-0,●●
1,カーブ,121km/h,見逃し,小島 和哉,デスパイネ,0-0,●●●
2,シュート,145km/h,一ゴロ  [バットの先],小島 和哉,デスパイネ,0-0,●●●
1,ストレート,153km/h,ボール,千賀 滉大,安田 尚憲,0-0,●
2,ストレート,152km/h,右飛,千賀 滉大,安田 尚憲,0-0,●
1,ストレート,156km/h,見逃し,千賀 滉大,井上 晴哉,0-0,●●
2,スライダー,135km/h,ボール,千賀 滉大,井上 晴哉,0-0,●●
3,カットボール,141km/h,ファウル,千賀 滉大,井上 晴哉,0-0,●●
4,ストレート,159km/h,ファウル,千賀 滉大,井上 晴哉,0-0,●●
5,ストレート,157km/h,ファウル,千賀 滉大,井上 晴哉,0-0,●●
6,フォーク,136km/h,ファウル,千賀 滉大,井上 晴哉,0-0,●●
7,ストレート,156km/h,右飛  [ライン際],千賀 滉大,井上 晴哉,0-0,●●
1,スライダー,131km/h,見逃し,千賀 滉大,荻野 貴司,0-0,●●
2,スライダー,136km/h,ボール,千賀 滉大,荻野 貴司,0-0,●●
3,ストレート,156km/h,中安,千賀 滉大,荻野 貴司,0-0,●●
1,ストレート,156km/h,ボール,千賀 滉大,山口 航輝,0-0,●●●
2,ストレート,155km/h,空振り,千賀 滉大,山口 航輝,0-0,●●●
3,ストレート,153km/h,見逃し,千賀 滉大,山口 航輝,0-0,●●●
4,ストレート,155km/h,見三振  [構えたところにズバリ],千賀 滉大,山口 航輝,0-0,●●●
1,ストレート,-,ボール,小島 和哉,中村 晃,0-0,●
2,ストレート,144km/h,中飛,小島 和哉,中村 晃,0-0,●
1,ストレート,144km/h,見逃し,小島 和哉,今宮 健太,0-0,●●
2,スライダー,126km/h,ボール,小島 和哉,今宮 健太,0-0,●●
3,スライダー,128km/h,遊ゴロ,小島 和哉,今宮 健太,0-0,●●
1,カーブ,114km/h,一飛  [詰り],小島 和哉,正木 智也,0-0,●●●
1,ストレート,152km/h,ボール,千賀 滉大,茶谷 健太,0-0,●
2,ストレート,153km/h,ボール,千賀 滉大,茶谷 健太,0-0,●
3,ストレート,151km/h,見逃し,千賀 滉大,茶谷 健太,0-0,●
4,カットボール,140km/h,二飛  [バットの先],千賀 滉大,茶谷 健太,0-0,●
1,カットボール,140km/h,空振り  [ワンバウンド、ハーフスイング],千賀 滉大,松川 虎生,0-0,●
2,ストレート,155km/h,ボール,千賀 滉大,松川 虎生,0-0,●
3,ストレート,153km/h,ボール,千賀 滉大,松川 虎生,0-0,●
4,ストレート,154km/h,ファウル,千賀 滉大,松川 虎生,0-0,●
5,ストレート,156km/h,ボール,千賀 滉大,松川 虎生,0-0,●
6,ストレート,156km/h,ファウル,千賀 滉大,松川 虎生,0-0,●
7,ストレート,155km/h,ファウル,千賀 滉大,松川 虎生,0-0,●
8,ストレート,153km/h,四球,千賀 滉大,松川 虎生,0-0,●
1,カーブ,124km/h,ファウル,千賀 滉大,髙部 瑛斗,0-0,●●
2,ストレート,155km/h,ファウル,千賀 滉大,髙部 瑛斗,0-0,●●
3,フォーク,135km/h,ボール  [ワンバウンド],千賀 滉大,髙部 瑛斗,0-0,●●
4,フォーク,138km/h,空三振  [ワンバウンド],千賀 滉大,髙部 瑛斗,0-0,●●
1,ストレート,154km/h,ボール,千賀 滉大,角中 勝也,0-0,●●
2,ストレート,151km/h,ファウル,千賀 滉大,角中 勝也,0-0,●●
3,ストレート,153km/h,ボール,千賀 滉大,角中 勝也,0-0,●●
4,スライダー,129km/h,ボール,千賀 滉大,角中 勝也,0-0,●●
5,カットボール,136km/h,左安  [打球処理もたつく],千賀 滉大,角中 勝也,0-0,●●
1,ストレート,155km/h,ボール,千賀 滉大,中村 奨吾,0-0,●●
2,フォーク,134km/h,空振り,千賀 滉大,中村 奨吾,0-0,●●
3,フォーク,132km/h,ボール,千賀 滉大,中村 奨吾,0-0,●●
4,フォーク,134km/h,ボール  [ワンバウンド],千賀 滉大,中村 奨吾,0-0,●●
5,ストレート,157km/h,四球,千賀 滉大,中村 奨吾,0-0,●●
1,ストレート,158km/h,ファウル,千賀 滉大,安田 尚憲,0-0,●●●
2,ストレート,157km/h,ボール  [打者のけぞる],千賀 滉大,安田 尚憲,0-0,●●●
3,ストレート,157km/h,見逃し,千賀 滉大,安田 尚憲,0-0,●●●
4,フォーク,138km/h,二飛  [泳ぎ],千賀 滉大,安田 尚憲,0-0,●●●
1,ストレート,142km/h,三安  [セーフティバント、バントヒット],小島 和哉,周東 佑京,0-0,
1,ストレート,141km/h,ファウル  [セーフティバント、バントファウル],小島 和哉,甲斐 拓也,0-0,●
2,ストレート,141km/h,捕犠打,小島 和哉,甲斐 拓也,0-0,●
1,カットボール,133km/h,ボール,小島 和哉,三森 大貴,0-1,●
2,カーブ,117km/h,ボール,小島 和哉,三森 大貴,0-1,●
3,カットボール,134km/h,ボール,小島 和哉,三森 大貴,0-1,●
4,ストレート,144km/h,見逃し,小島 和哉,三森 大貴,0-1,●
5,ストレート,144km/h,右２,小島 和哉,三森 大貴,0-1,●
1,カットボール,134km/h,ファウル  [自打球],小島 和哉,牧原 大成,0-2,●
2,カットボール,135km/h,ファウル,小島 和哉,牧原 大成,0-2,●
3,スライダー,132km/h,左安  [泳ぎ、バットの先],小島 和哉,牧原 大成,0-2,●
1,カットボール,135km/h,ボール  [ワンバウンド],小島 和哉,柳田 悠岐,0-2,●●
2,カットボール,132km/h,見逃し,小島 和哉,柳田 悠岐,0-2,●●
3,チェンジアップ,132km/h,空振り  [ヘルメットが飛ぶ],小島 和哉,柳田 悠岐,0-2,●●
4,ストレート,144km/h,ファウル  [ランエンドヒット],小島 和哉,柳田 悠岐,0-2,●●
5,チェンジアップ,135km/h,ボール  [ワンバウンド],小島 和哉,柳田 悠岐,0-2,●●
6,カットボール,135km/h,ファウル  [自打球],小島 和哉,柳田 悠岐,0-2,●●
7,カーブ,117km/h,中飛  [泳ぎ],小島 和哉,柳田 悠岐,0-2,●●
1,ストレート,144km/h,見逃し,小島 和哉,デスパイネ,0-2,●●●
2,ストレート,144km/h,見逃し,小島 和哉,デスパイネ,0-2,●●●
3,カーブ,114km/h,ボール,小島 和哉,デスパイネ,0-2,●●●
4,ストレート,144km/h,左飛,小島 和哉,デスパイネ,0-2,●●●
1,カットボール,139km/h,見逃し,千賀 滉大,井上 晴哉,0-2,
2,ストレート,153km/h,ファウル,千賀 滉大,井上 晴哉,0-2,
3,ストレート,154km/h,右安,千賀 滉大,井上 晴哉,0-2,
1,ストレート,153km/h,見逃し,千賀 滉大,荻野 貴司,0-2,●
2,フォーク,140km/h,ボール,千賀 滉大,荻野 貴司,0-2,●
3,カットボール,144km/h,右飛,千賀 滉大,荻野 貴司,0-2,●
1,フォーク,133km/h,ボール  [ワンバウンド],千賀 滉大,山口 航輝,0-2,●●
2,ストレート,153km/h,ボール  [ハーフスイング],千賀 滉大,山口 航輝,0-2,●●
3,ストレート,155km/h,ファウル,千賀 滉大,山口 航輝,0-2,●●
4,ストレート,153km/h,ファウル,千賀 滉大,山口 航輝,0-2,●●
5,ストレート,153km/h,中飛,千賀 滉大,山口 航輝,0-2,●●
1,ストレート,152km/h,ファウル  [止めたバットに当たる],千賀 滉大,茶谷 健太,0-2,●●●
2,ストレート,154km/h,ボール,千賀 滉大,茶谷 健太,0-2,●●●
3,ストレート,149km/h,空振り,千賀 滉大,茶谷 健太,0-2,●●●
4,フォーク,133km/h,ボール  [ワンバウンド],千賀 滉大,茶谷 健太,0-2,●●●
5,ストレート,152km/h,中飛,千賀 滉大,茶谷 健太,0-2,●●●
1,カーブ,111km/h,ボール,小島 和哉,中村 晃,0-2,
2,スライダー,132km/h,見逃し,小島 和哉,中村 晃,0-2,
3,スライダー,128km/h,ボール  [ワンバウンド],小島 和哉,中村 晃,0-2,
4,ストレート,142km/h,ファウル,小島 和哉,中村 晃,0-2,
5,ストレート,144km/h,三安,小島 和哉,中村 晃,0-2,
1,カーブ,118km/h,ボール,小島 和哉,今宮 健太,0-2,●
2,ストレート,143km/h,ファウル,小島 和哉,今宮 健太,0-2,●
3,チェンジアップ,125km/h,ボール,小島 和哉,今宮 健太,0-2,●
4,チェンジアップ,129km/h,ファウル  [ヒットエンドラン],小島 和哉,今宮 健太,0-2,●
5,ストレート,142km/h,二直  [野手の正面をつく],小島 和哉,今宮 健太,0-2,●
1,チェンジアップ,129km/h,空振り,小島 和哉,正木 智也,0-2,●●
2,チェンジアップ,130km/h,ファウル,小島 和哉,正木 智也,0-2,●●
3,ストレート,143km/h,見三振,小島 和哉,正木 智也,0-2,●●
1,カーブ,112km/h,ボール  [ワンバウンド],小島 和哉,周東 佑京,0-2,●●
1,カーブ,112km/h,ボール  [ワンバウンド],小島 和哉,周東 佑京,0-2,●●
2,ストレート,144km/h,見逃し,小島 和哉,周東 佑京,0-2,●●
3,スライダー,133km/h,空振り  [ハーフスイング],小島 和哉,周東 佑京,0-2,●●
4,スライダー,130km/h,ボール,小島 和哉,周東 佑京,0-2,●●
5,ストレート,144km/h,ファウル,小島 和哉,周東 佑京,0-2,●●
6,スライダー,132km/h,ボール  [投手がっくり],小島 和哉,周東 佑京,0-2,●●
7,カットボール,134km/h,四球,小島 和哉,周東 佑京,0-2,●●
1,カーブ,122km/h,ボール,小島 和哉,甲斐 拓也,0-5,●●
2,シュート,143km/h,左本  [ラッキーゾーン、投手がっくり],小島 和哉,甲斐 拓也,0-5,●●
1,スライダー,125km/h,ファウル,小島 和哉,三森 大貴,0-5,●●●
2,ストレート,142km/h,ファウル,小島 和哉,三森 大貴,0-5,●●●
3,ストレート,144km/h,ファウル,小島 和哉,三森 大貴,0-5,●●●
4,スライダー,133km/h,中飛,小島 和哉,三森 大貴,0-5,●●●
1,ストレート,149km/h,ファウル,千賀 滉大,松川 虎生,0-5,●
2,ストレート,151km/h,ファウル,千賀 滉大,松川 虎生,0-5,●
3,フォーク,133km/h,見三振  [全く反応できず],千賀 滉大,松川 虎生,0-5,●
1,カットボール,138km/h,遊ゴロ,千賀 滉大,髙部 瑛斗,0-5,●●
1,スライダー,130km/h,ボール  [ワンバウンド],千賀 滉大,角中 勝也,0-5,●●
2,ストレート,152km/h,ボール,千賀 滉大,角中 勝也,0-5,●●
3,ストレート,152km/h,ボール,千賀 滉大,角中 勝也,0-5,●●
4,ストレート,151km/h,見逃し,千賀 滉大,角中 勝也,0-5,●●
5,ストレート,154km/h,ファウル,千賀 滉大,角中 勝也,0-5,●●
6,ストレート,151km/h,四球,千賀 滉大,角中 勝也,0-5,●●
1,スライダー,130km/h,見逃し,千賀 滉大,中村 奨吾,0-5,●●
2,フォーク,133km/h,ファウル  [捕手悶絶],千賀 滉大,中村 奨吾,0-5,●●
3,フォーク,135km/h,ファウル,千賀 滉大,中村 奨吾,0-5,●●
4,ストレート,155km/h,遊安  [グラブ弾く],千賀 滉大,中村 奨吾,0-5,●●
1,カーブ,127km/h,ボール,千賀 滉大,安田 尚憲,0-5,●●●
2,スライダー,129km/h,ボール,千賀 滉大,安田 尚憲,0-5,●●●
3,カットボール,141km/h,ボール,千賀 滉大,安田 尚憲,0-5,●●●
4,ストレート,152km/h,見逃し,千賀 滉大,安田 尚憲,0-5,●●●
5,カットボール,141km/h,捕邪飛,千賀 滉大,安田 尚憲,0-5,●●●
1,ストレート,144km/h,左飛,八木 彬,牧原 大成,0-5,●
1,ストレート,143km/h,ボール,八木 彬,柳田 悠岐,0-5,●
2,ストレート,142km/h,ファウル,八木 彬,柳田 悠岐,0-5,●
3,スライダー,128km/h,ボール,八木 彬,柳田 悠岐,0-5,●
4,フォーク,128km/h,ボール,八木 彬,柳田 悠岐,0-5,●
5,ストレート,143km/h,四球,八木 彬,柳田 悠岐,0-5,●
1,ストレート,143km/h,見逃し,八木 彬,デスパイネ,0-5,●
2,スライダー,129km/h,ボール,八木 彬,デスパイネ,0-5,●
3,フォーク,130km/h,空振り,八木 彬,デスパイネ,0-5,●
4,フォーク,132km/h,遊安,八木 彬,デスパイネ,0-5,●
1,ストレート,145km/h,ボール,八木 彬,中村 晃,0-8,●
2,ストレート,143km/h,ボール,八木 彬,中村 晃,0-8,●
3,ストレート,144km/h,見逃し,八木 彬,中村 晃,0-8,●
4,フォーク,132km/h,見逃し,八木 彬,中村 晃,0-8,●
5,フォーク,133km/h,右本  [ポール際],八木 彬,中村 晃,0-8,●
1,ストレート,143km/h,三ゴロ,八木 彬,今宮 健太,0-8,●●
1,ストレート,141km/h,ボール,八木 彬,柳町 達,0-8,●●
2,ストレート,144km/h,ボール,八木 彬,柳町 達,0-8,●●
3,ストレート,145km/h,右２,八木 彬,柳町 達,0-8,●●
1,ストレート,144km/h,ボール,八木 彬,周東 佑京,0-8,●●●
2,フォーク,129km/h,見逃し,八木 彬,周東 佑京,0-8,●●●
3,ストレート,144km/h,ボール,八木 彬,周東 佑京,0-8,●●●
4,ストレート,144km/h,空振り,八木 彬,周東 佑京,0-8,●●●
5,ストレート,144km/h,空三振,八木 彬,周東 佑京,0-8,●●●
1,ストレート,149km/h,見逃し,千賀 滉大,井上 晴哉,0-8,
2,ストレート,151km/h,見逃し,千賀 滉大,井上 晴哉,0-8,
3,フォーク,132km/h,ボール  [ワンバウンド],千賀 滉大,井上 晴哉,0-8,
4,フォーク,134km/h,ボール,千賀 滉大,井上 晴哉,0-8,
5,カットボール,141km/h,ボール,千賀 滉大,井上 晴哉,0-8,
6,ストレート,153km/h,四球,千賀 滉大,井上 晴哉,0-8,
1,ストレート,149km/h,ボール,千賀 滉大,荻野 貴司,0-8,
2,カットボール,139km/h,ボール  [打者のけぞる],千賀 滉大,荻野 貴司,0-8,
3,ストレート,152km/h,ボール,千賀 滉大,荻野 貴司,0-8,
4,ストレート,150km/h,見逃し,千賀 滉大,荻野 貴司,0-8,
5,ストレート,150km/h,中安,千賀 滉大,荻野 貴司,0-8,
1,カットボール,139km/h,ファウル,千賀 滉大,山口 航輝,0-8,●
2,ストレート,153km/h,ファウル,千賀 滉大,山口 航輝,0-8,●
3,フォーク,135km/h,空三振,千賀 滉大,山口 航輝,0-8,●
1,カットボール,140km/h,ファウル,千賀 滉大,茶谷 健太,0-8,●●●
2,フォーク,134km/h,ボール  [ワンバウンド],千賀 滉大,茶谷 健太,0-8,●●●
3,カットボール,141km/h,三併打  [リプレー検証後判定変わらず],千賀 滉大,茶谷 健太,0-8,●●●
1,ストレート,144km/h,ボール  [打者のけぞる],坂本 光士郎,甲斐 拓也,0-8,●
2,ストレート,144km/h,ファウル  [ライン際],坂本 光士郎,甲斐 拓也,0-8,●
3,スライダー,129km/h,ボール,坂本 光士郎,甲斐 拓也,0-8,●
4,シュート,141km/h,ファウル,坂本 光士郎,甲斐 拓也,0-8,●
5,ストレート,141km/h,中飛,坂本 光士郎,甲斐 拓也,0-8,●
1,ストレート,146km/h,ファウル,坂本 光士郎,三森 大貴,0-8,●●
2,スライダー,129km/h,ファウル,坂本 光士郎,三森 大貴,0-8,●●
3,カットボール,136km/h,ファウル  [審判悶絶],坂本 光士郎,三森 大貴,0-8,●●
4,スライダー,128km/h,空三振,坂本 光士郎,三森 大貴,0-8,●●
1,スライダー,126km/h,ボール,坂本 光士郎,牧原 大成,0-8,●●●
2,ストレート,143km/h,見逃し,坂本 光士郎,牧原 大成,0-8,●●●
3,カットボール,134km/h,空振り  [ハーフスイング],坂本 光士郎,牧原 大成,0-8,●●●
4,ストレート,144km/h,左飛,坂本 光士郎,牧原 大成,0-8,●●●
1,ストレート,148km/h,ボール,田中 正義,佐藤 都志也,0-8,●
2,ストレート,147km/h,ファウル,田中 正義,佐藤 都志也,0-8,●
3,ストレート,149km/h,空振り,田中 正義,佐藤 都志也,0-8,●
4,フォーク,135km/h,空三振,田中 正義,佐藤 都志也,0-8,●
1,ストレート,148km/h,ファウル,田中 正義,髙部 瑛斗,0-8,●●
2,ストレート,149km/h,ボール,田中 正義,髙部 瑛斗,0-8,●●
3,ストレート,148km/h,空振り,田中 正義,髙部 瑛斗,0-8,●●
4,ストレート,151km/h,ファウル,田中 正義,髙部 瑛斗,0-8,●●
5,ストレート,149km/h,見三振  [構えたところにズバリ、全く反応できず],田中 正義,髙部 瑛斗,0-8,●●
1,ストレート,148km/h,ボール,田中 正義,角中 勝也,0-8,●●●
2,ストレート,147km/h,見逃し,田中 正義,角中 勝也,0-8,●●●
3,ストレート,151km/h,ファウル,田中 正義,角中 勝也,0-8,●●●
4,フォーク,136km/h,ボール,田中 正義,角中 勝也,0-8,●●●
5,フォーク,133km/h,一ゴロ,田中 正義,角中 勝也,0-8,●●●
1,カットボール,138km/h,中飛,坂本 光士郎,柳田 悠岐,0-8,●
1,シュート,140km/h,中飛  [高々と舞い上がる],坂本 光士郎,デスパイネ,0-8,●●
1,ストレート,143km/h,ボール,坂本 光士郎,中村 晃,0-8,●●
2,ストレート,145km/h,ボール,坂本 光士郎,中村 晃,0-8,●●
3,スライダー,134km/h,ボール,坂本 光士郎,中村 晃,0-8,●●
4,ストレート,144km/h,見逃し,坂本 光士郎,中村 晃,0-8,●●
5,ストレート,145km/h,四球,坂本 光士郎,中村 晃,0-8,●●
1,カットボール,138km/h,見逃し,坂本 光士郎,今宮 健太,0-10,●●
2,ストレート,145km/h,ファウル,坂本 光士郎,今宮 健太,0-10,●●
3,フォーク,135km/h,ボール,坂本 光士郎,今宮 健太,0-10,●●
4,フォーク,136km/h,ファウル,坂本 光士郎,今宮 健太,0-10,●●
5,カットボール,140km/h,ボール  [ワンバウンド],坂本 光士郎,今宮 健太,0-10,●●
