投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,149km/h,ボール,勝野 昌慶,濵口 遥大,2-2,●●●
3,ストレート,145km/h,見逃し  [打つ気なし],勝野 昌慶,濵口 遥大,2-2,●●●
4,ストレート,147km/h,見逃し,勝野 昌慶,濵口 遥大,2-2,●●●
5,ストレート,149km/h,ファウル,勝野 昌慶,濵口 遥大,2-2,●●●
6,ストレート,149km/h,空三振,勝野 昌慶,濵口 遥大,2-2,●●●
1,スライダー,132km/h,ファウル,濵口 遥大,大島 洋平,2-2,
2,ストレート,137km/h,ボール,濵口 遥大,大島 洋平,2-2,
3,スライダー,133km/h,ファウル  [止めたバットに当たる],濵口 遥大,大島 洋平,2-2,
4,ストレート,139km/h,ファウル,濵口 遥大,大島 洋平,2-2,
5,ストレート,139km/h,ボール  [打者のけぞる],濵口 遥大,大島 洋平,2-2,
6,ストレート,139km/h,ボール,濵口 遥大,大島 洋平,2-2,
7,ストレート,142km/h,左安,濵口 遥大,大島 洋平,2-2,
1,ストレート,139km/h,ボール,濵口 遥大,ビシエド,2-2,●
2,ストレート,139km/h,ボール,濵口 遥大,ビシエド,2-2,●
3,ストレート,138km/h,一邪飛  [詰り],濵口 遥大,ビシエド,2-2,●
1,ストレート,138km/h,見逃し,濵口 遥大,阿部 寿樹,2-2,●●
2,ストレート,138km/h,ボール,濵口 遥大,阿部 寿樹,2-2,●●
3,チェンジアップ,119km/h,右飛,濵口 遥大,阿部 寿樹,2-2,●●
1,スライダー,131km/h,空振り,濵口 遥大,三好 大倫,2-2,●●
2,ストレート,136km/h,見逃し,濵口 遥大,三好 大倫,2-2,●●
3,チェンジアップ,119km/h,ボール,濵口 遥大,三好 大倫,2-2,●●
4,フォーク,133km/h,ボール  [ワンバウンド],濵口 遥大,三好 大倫,2-2,●●
5,ストレート,138km/h,左安,濵口 遥大,三好 大倫,2-2,●●
1,ストレート,137km/h,ボール,濵口 遥大,平田 良介,2-2,●●●
2,ストレート,139km/h,見逃し,濵口 遥大,平田 良介,2-2,●●●
3,ストレート,139km/h,ファウル,濵口 遥大,平田 良介,2-2,●●●
4,チェンジアップ,121km/h,ボール  [ハーフスイング],濵口 遥大,平田 良介,2-2,●●●
5,ストレート,140km/h,遊ゴロ  [引っかけ、逆シングル],濵口 遥大,平田 良介,2-2,●●●
1,スライダー,131km/h,ボール,勝野 昌慶,桑原 将志,2-2,
2,フォーク,136km/h,ボール,勝野 昌慶,桑原 将志,2-2,
3,フォーク,138km/h,ボール,勝野 昌慶,桑原 将志,2-2,
4,ストレート,144km/h,見逃し,勝野 昌慶,桑原 将志,2-2,
5,フォーク,138km/h,見逃し  [一塁へ歩きかける],勝野 昌慶,桑原 将志,2-2,
6,ストレート,146km/h,ファウル,勝野 昌慶,桑原 将志,2-2,
7,ストレート,148km/h,四球,勝野 昌慶,桑原 将志,2-2,
1,フォーク,140km/h,空振り,勝野 昌慶,大田 泰示,2-2,●
2,フォーク,138km/h,ボール  [ワンバウンド],勝野 昌慶,大田 泰示,2-2,●
3,ストレート,147km/h,ファウル  [ランエンドヒット],勝野 昌慶,大田 泰示,2-2,●
4,フォーク,139km/h,ファウル,勝野 昌慶,大田 泰示,2-2,●
5,フォーク,140km/h,ファウル,勝野 昌慶,大田 泰示,2-2,●
6,フォーク,138km/h,空三振,勝野 昌慶,大田 泰示,2-2,●
1,ストレート,145km/h,ボール,勝野 昌慶,佐野 恵太,2-2,●
2,フォーク,138km/h,ボール,勝野 昌慶,佐野 恵太,2-2,●
3,フォーク,139km/h,見逃し,勝野 昌慶,佐野 恵太,2-2,●
4,ストレート,146km/h,空振り  [打者のけぞる、ハーフスイング],勝野 昌慶,佐野 恵太,2-2,●
5,ストレート,146km/h,ボール,勝野 昌慶,佐野 恵太,2-2,●
6,フォーク,138km/h,ファウル  [ランエンドヒット],勝野 昌慶,佐野 恵太,2-2,●
7,ストレート,146km/h,ファウル  [ランエンドヒット],勝野 昌慶,佐野 恵太,2-2,●
8,フォーク,139km/h,中安  [ランエンドヒット、泳ぎ、バットの先],勝野 昌慶,佐野 恵太,2-2,●
1,フォーク,138km/h,三ゴロ  [ダイビングキャッチ、好プレイ、座ったまま送球、併殺崩れ],勝野 昌慶,牧 秀悟,2-3,●●
1,ストレート,146km/h,ボール,勝野 昌慶,宮﨑 敏郎,2-3,●●●
2,フォーク,136km/h,見逃し,勝野 昌慶,宮﨑 敏郎,2-3,●●●
3,スライダー,135km/h,遊ゴロ,勝野 昌慶,宮﨑 敏郎,2-3,●●●
1,チェンジアップ,119km/h,ボール  [ワンバウンド],濵口 遥大,石橋 康太,2-3,●
2,チェンジアップ,119km/h,ファウル,濵口 遥大,石橋 康太,2-3,●
3,ストレート,135km/h,ファウル,濵口 遥大,石橋 康太,2-3,●
4,チェンジアップ,121km/h,遊ゴロ  [泳ぎ、ランニングスロー、送球がバウンド],濵口 遥大,石橋 康太,2-3,●
1,スライダー,133km/h,見逃し,濵口 遥大,滝野 要,2-3,●●
2,スライダー,131km/h,ファウル,濵口 遥大,滝野 要,2-3,●●
3,スライダー,134km/h,ボール,濵口 遥大,滝野 要,2-3,●●
4,スライダー,131km/h,ファウル,濵口 遥大,滝野 要,2-3,●●
5,チェンジアップ,119km/h,ボール  [ワンバウンド],濵口 遥大,滝野 要,2-3,●●
6,ストレート,139km/h,ファウル,濵口 遥大,滝野 要,2-3,●●
7,スライダー,134km/h,ボール,濵口 遥大,滝野 要,2-3,●●
8,ストレート,140km/h,見三振  [全く反応できず],濵口 遥大,滝野 要,2-3,●●
1,チェンジアップ,121km/h,ボール,濵口 遥大,岡林 勇希,2-3,●●●
2,ストレート,138km/h,見逃し,濵口 遥大,岡林 勇希,2-3,●●●
3,ストレート,138km/h,見逃し,濵口 遥大,岡林 勇希,2-3,●●●
4,フォーク,131km/h,空三振  [投手吼える],濵口 遥大,岡林 勇希,2-3,●●●
1,カットボール,138km/h,ファウル,清水 達也,ソト,2-3,●
2,ストレート,147km/h,ボール,清水 達也,ソト,2-3,●
3,カーブ,124km/h,遊ゴロ,清水 達也,ソト,2-3,●
1,ストレート,150km/h,空振り,清水 達也,森 敬斗,2-3,●
2,ストレート,149km/h,左安,清水 達也,森 敬斗,2-3,●
1,スプリット,136km/h,ファウル  [バントファウル、悔しがる],清水 達也,戸柱 恭孝,2-3,●●
2,ストレート,150km/h,ファウル  [高めのつり球を要求、バスターエンドラン],清水 達也,戸柱 恭孝,2-3,●●
3,スプリット,139km/h,空三振  [ワンバウンド],清水 達也,戸柱 恭孝,2-3,●●
1,スプリット,137km/h,ファウル,清水 達也,オースティン,2-3,●●
2,スプリット,136km/h,空振り,清水 達也,オースティン,2-3,●●
3,スプリット,137km/h,ボール  [ワンバウンド],清水 達也,オースティン,2-3,●●
1,スプリット,137km/h,ファウル,清水 達也,オースティン,2-3,●●●
2,スプリット,136km/h,空振り,清水 達也,オースティン,2-3,●●●
3,スプリット,137km/h,ボール  [ワンバウンド],清水 達也,オースティン,2-3,●●●
4,スプリット,138km/h,遊ゴロ  [詰り],清水 達也,オースティン,2-3,●●●
1,ツーシーム,153km/h,ファウル,エスコバー,土田 龍空,2-3,
2,ツーシーム,153km/h,ファウル  [セーフティバント、バントファウル、ライン際],エスコバー,土田 龍空,2-3,
3,ストレート,155km/h,ボール,エスコバー,土田 龍空,2-3,
4,ツーシーム,154km/h,ファウル,エスコバー,土田 龍空,2-3,
5,ツーシーム,153km/h,ボール,エスコバー,土田 龍空,2-3,
6,ストレート,154km/h,ボール,エスコバー,土田 龍空,2-3,
7,ツーシーム,153km/h,四球,エスコバー,土田 龍空,2-3,
1,ストレート,151km/h,ボール  [セーフティバント、バント構え],エスコバー,大島 洋平,2-3,●
2,ストレート,152km/h,ボール,エスコバー,大島 洋平,2-3,●
3,ストレート,153km/h,ファウル,エスコバー,大島 洋平,2-3,●
4,ストレート,152km/h,三飛,エスコバー,大島 洋平,2-3,●
1,スライダー,128km/h,見逃し,伊勢 大夢,ビシエド,2-3,●●
2,ストレート,147km/h,見逃し,伊勢 大夢,ビシエド,2-3,●●
3,ストレート,149km/h,空三振,伊勢 大夢,ビシエド,2-3,●●
1,ストレート,148km/h,空振り,伊勢 大夢,阿部 寿樹,2-3,●●●
2,ストレート,149km/h,ボール,伊勢 大夢,阿部 寿樹,2-3,●●●
3,ストレート,148km/h,見逃し  [ヘッドスライディング],伊勢 大夢,阿部 寿樹,2-3,●●●
1,スライダー,132km/h,見逃し,祖父江 大輔,桑原 将志,2-3,
2,スライダー,135km/h,見逃し,祖父江 大輔,桑原 将志,2-3,
3,スライダー,134km/h,ファウル,祖父江 大輔,桑原 将志,2-3,
4,スライダー,135km/h,ボール,祖父江 大輔,桑原 将志,2-3,
5,スライダー,138km/h,左安  [バットの先],祖父江 大輔,桑原 将志,2-3,
1,シュート,141km/h,空振り  [ハーフスイング],祖父江 大輔,大田 泰示,2-3,●
2,スライダー,134km/h,ファウル,祖父江 大輔,大田 泰示,2-3,●
3,シュート,148km/h,ファウル,祖父江 大輔,大田 泰示,2-3,●
4,スライダー,134km/h,二飛  [泳ぎ、高々と舞い上がる],祖父江 大輔,大田 泰示,2-3,●
1,ストレート,149km/h,見逃し,祖父江 大輔,佐野 恵太,2-3,●●
2,ストレート,148km/h,ボール,祖父江 大輔,佐野 恵太,2-3,●●
3,スライダー,137km/h,ファウル,祖父江 大輔,佐野 恵太,2-3,●●
4,ストレート,149km/h,左飛,祖父江 大輔,佐野 恵太,2-3,●●
1,スライダー,135km/h,ボール,祖父江 大輔,牧 秀悟,2-3,●●●
2,スライダー,135km/h,ボール  [ハーフスイング],祖父江 大輔,牧 秀悟,2-3,●●●
3,スライダー,136km/h,二飛  [高々と舞い上がる、打球が風に流される],祖父江 大輔,牧 秀悟,2-3,●●●
1,ストレート,148km/h,見逃し,山﨑 康晃,阿部 寿樹,2-3,●
2,ストレート,150km/h,ボール,山﨑 康晃,阿部 寿樹,2-3,●
3,スプリット,140km/h,ボール  [ワンバウンド],山﨑 康晃,阿部 寿樹,2-3,●
4,スプリット,141km/h,三ゴロ  [バウンド高い],山﨑 康晃,阿部 寿樹,2-3,●
1,ストレート,151km/h,ファウル,山﨑 康晃,三好 大倫,2-3,●●
2,ストレート,150km/h,ボール,山﨑 康晃,三好 大倫,2-3,●●
3,スプリット,141km/h,見逃し,山﨑 康晃,三好 大倫,2-3,●●
4,ストレート,150km/h,見三振  [構えたところにズバリ],山﨑 康晃,三好 大倫,2-3,●●
1,スプリット,140km/h,見逃し,山﨑 康晃,溝脇 隼人,2-3,●●●
2,スプリット,144km/h,見逃し,山﨑 康晃,溝脇 隼人,2-3,●●●
3,スプリット,144km/h,ボール  [ワンバウンド],山﨑 康晃,溝脇 隼人,2-3,●●●
4,ストレート,152km/h,遊ゴロ,山﨑 康晃,溝脇 隼人,2-3,●●●
1,カットボール,135km/h,見逃し,伊藤 将司,野間 峻祥,0-0,●
2,カーブ,117km/h,ボール,伊藤 将司,野間 峻祥,0-0,●
3,カットボール,132km/h,ファウル,伊藤 将司,野間 峻祥,0-0,●
4,ストレート,140km/h,ボール,伊藤 将司,野間 峻祥,0-0,●
5,ストレート,142km/h,二ゴロ  [詰り],伊藤 将司,野間 峻祥,0-0,●
1,ストレート,139km/h,見逃し,伊藤 将司,菊池 涼介,0-0,●●
2,カットボール,134km/h,ファウル,伊藤 将司,菊池 涼介,0-0,●●
3,ツーシーム,135km/h,三ゴロ  [引っかけ],伊藤 将司,菊池 涼介,0-0,●●
1,カットボール,134km/h,ファウル,伊藤 将司,西川 龍馬,0-0,●●
2,ストレート,140km/h,見逃し,伊藤 将司,西川 龍馬,0-0,●●
3,ストレート,139km/h,ボール,伊藤 将司,西川 龍馬,0-0,●●
4,ストレート,141km/h,ファウル,伊藤 将司,西川 龍馬,0-0,●●
5,カーブ,116km/h,中安,伊藤 将司,西川 龍馬,0-0,●●
1,ツーシーム,134km/h,ボール,伊藤 将司,マクブルーム,0-0,●●●
2,ツーシーム,132km/h,見逃し,伊藤 将司,マクブルーム,0-0,●●●
3,カットボール,133km/h,ファウル  [止めたバットに当たる],伊藤 将司,マクブルーム,0-0,●●●
4,ストレート,141km/h,空三振,伊藤 将司,マクブルーム,0-0,●●●
1,ツーシーム,130km/h,見逃し,九里 亜蓮,中野 拓夢,0-0,●
2,カットボール,133km/h,中飛,九里 亜蓮,中野 拓夢,0-0,●
1,ストレート,-,見逃し,九里 亜蓮,糸原 健斗,0-0,●●
2,チェンジアップ,128km/h,左安  [好返球、悔しがる],九里 亜蓮,糸原 健斗,0-0,●●
1,ナックルカーブ,111km/h,見逃し,九里 亜蓮,近本 光司,0-0,●●●
2,ストレート,145km/h,ボール,九里 亜蓮,近本 光司,0-0,●●●
3,スライダー,124km/h,空振り,九里 亜蓮,近本 光司,0-0,●●●
4,ストレート,143km/h,ボール,九里 亜蓮,近本 光司,0-0,●●●
5,スライダー,126km/h,右飛,九里 亜蓮,近本 光司,0-0,●●●
1,カーブ,114km/h,見逃し,伊藤 将司,坂倉 将吾,0-0,●
2,ツーシーム,134km/h,見逃し,伊藤 将司,坂倉 将吾,0-0,●
3,カットボール,134km/h,ファウル,伊藤 将司,坂倉 将吾,0-0,●
4,チェンジアップ,124km/h,ファウル,伊藤 将司,坂倉 将吾,0-0,●
5,ストレート,138km/h,ボール,伊藤 将司,坂倉 将吾,0-0,●
6,ストレート,143km/h,ファウル,伊藤 将司,坂倉 将吾,0-0,●
7,カットボール,136km/h,ボール,伊藤 将司,坂倉 将吾,0-0,●
8,ツーシーム,134km/h,ファウル,伊藤 将司,坂倉 将吾,0-0,●
9,ストレート,142km/h,ファウル,伊藤 将司,坂倉 将吾,0-0,●
10,カットボール,-,遊直  [泳ぎ],伊藤 将司,坂倉 将吾,0-0,●
1,ストレート,141km/h,中飛,伊藤 将司,上本 崇司,0-0,●●
1,ストレート,143km/h,ボール,伊藤 将司,小園 海斗,0-0,●●●
2,カーブ,114km/h,ボール,伊藤 将司,小園 海斗,0-0,●●●
3,カットボール,136km/h,ボール  [ワンバウンド],伊藤 将司,小園 海斗,0-0,●●●
4,ストレート,141km/h,見逃し,伊藤 将司,小園 海斗,0-0,●●●
5,カットボール,133km/h,二ゴロ  [バットの先、ランニングスロー],伊藤 将司,小園 海斗,0-0,●●●
1,ナックルカーブ,112km/h,右飛  [スライディングキャッチ],九里 亜蓮,佐藤 輝明,0-0,●
1,ストレート,142km/h,ボール,九里 亜蓮,大山 悠輔,0-0,●●
2,スライダー,124km/h,見逃し,九里 亜蓮,大山 悠輔,0-0,●●
3,ストレート,-,ボール,九里 亜蓮,大山 悠輔,0-0,●●
4,スライダー,124km/h,空振り,九里 亜蓮,大山 悠輔,0-0,●●
5,チェンジアップ,132km/h,ボール,九里 亜蓮,大山 悠輔,0-0,●●
6,チェンジアップ,130km/h,ファウル,九里 亜蓮,大山 悠輔,0-0,●●
7,スライダー,125km/h,見三振,九里 亜蓮,大山 悠輔,0-0,●●
1,ストレート,145km/h,ボール,九里 亜蓮,ロハス・ジュニア,0-0,●●
2,スライダー,125km/h,見逃し,九里 亜蓮,ロハス・ジュニア,0-0,●●
3,チェンジアップ,131km/h,ファウル,九里 亜蓮,ロハス・ジュニア,0-0,●●
4,ストレート,145km/h,ボール,九里 亜蓮,ロハス・ジュニア,0-0,●●
5,スライダー,126km/h,死球,九里 亜蓮,ロハス・ジュニア,0-0,●●
1,ツーシーム,133km/h,空振り,九里 亜蓮,木浪 聖也,0-0,●●●
2,チェンジアップ,129km/h,ボール  [ワンバウンド],九里 亜蓮,木浪 聖也,0-0,●●●
3,ストレート,-,ボール,九里 亜蓮,木浪 聖也,0-0,●●●
4,カットボール,-,ファウル,九里 亜蓮,木浪 聖也,0-0,●●●
5,チェンジアップ,129km/h,ファウル,九里 亜蓮,木浪 聖也,0-0,●●●
6,ストレート,145km/h,見三振  [構えたところにズバリ],九里 亜蓮,木浪 聖也,0-0,●●●
1,カットボール,133km/h,ボール,伊藤 将司,磯村 嘉孝,0-0,
2,ストレート,141km/h,ボール,伊藤 将司,磯村 嘉孝,0-0,
3,ツーシーム,134km/h,ファウル,伊藤 将司,磯村 嘉孝,0-0,
4,ツーシーム,134km/h,ボール,伊藤 将司,磯村 嘉孝,0-0,
5,ストレート,141km/h,見逃し,伊藤 将司,磯村 嘉孝,0-0,
6,カットボール,137km/h,四球,伊藤 将司,磯村 嘉孝,0-0,
1,ツーシーム,134km/h,一犠打  [ライン際],伊藤 将司,九里 亜蓮,0-0,●
1,カーブ,117km/h,見逃し,伊藤 将司,野間 峻祥,0-0,●●
2,カットボール,136km/h,ボール,伊藤 将司,野間 峻祥,0-0,●●
3,カットボール,135km/h,一ゴロ,伊藤 将司,野間 峻祥,0-0,●●
1,チェンジアップ,-,見逃し,伊藤 将司,菊池 涼介,1-0,●●
2,ツーシーム,136km/h,ボール  [ワンバウンド],伊藤 将司,菊池 涼介,1-0,●●
3,カーブ,117km/h,左安,伊藤 将司,菊池 涼介,1-0,●●
1,カットボール,134km/h,見逃し,伊藤 将司,西川 龍馬,1-0,●●●
2,ストレート,142km/h,見逃し,伊藤 将司,西川 龍馬,1-0,●●●
3,カットボール,136km/h,ボール  [ワンバウンド],伊藤 将司,西川 龍馬,1-0,●●●
4,カットボール,130km/h,遊ゴロ,伊藤 将司,西川 龍馬,1-0,●●●
1,スライダー,121km/h,一飛  [高々と舞い上がる],九里 亜蓮,梅野 隆太郎,1-0,●
1,ストレート,-,ボール,九里 亜蓮,伊藤 将司,1-0,●●
