投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,144km/h,ボール,島内 颯太郎,塩見 泰隆,4-7,●●
2,ストレート,146km/h,ボール,島内 颯太郎,塩見 泰隆,4-7,●●
3,ストレート,137km/h,空振り  [ファウルチップ],島内 颯太郎,塩見 泰隆,4-7,●●
4,ストレート,149km/h,空振り,島内 颯太郎,塩見 泰隆,4-7,●●
5,ストレート,149km/h,中２  [ランエンドヒット],島内 颯太郎,塩見 泰隆,4-7,●●
1,ストレート,150km/h,空振り,島内 颯太郎,キブレハン,4-7,●●●
2,ストレート,153km/h,空振り,島内 颯太郎,キブレハン,4-7,●●●
3,ストレート,154km/h,空三振,島内 颯太郎,キブレハン,4-7,●●●
1,シュート,152km/h,ボール  [すっぽ抜け、セーフティバント、バント構え],木澤 尚文,上本 崇司,4-7,
2,カットボール,145km/h,見逃し,木澤 尚文,上本 崇司,4-7,
3,カットボール,143km/h,ファウル,木澤 尚文,上本 崇司,4-7,
4,シュート,151km/h,ボール,木澤 尚文,上本 崇司,4-7,
5,カットボール,-,中安,木澤 尚文,上本 崇司,4-7,
1,シュート,153km/h,ボール,木澤 尚文,大盛 穂,4-7,
2,シュート,-,右安,木澤 尚文,大盛 穂,4-7,
1,シュート,154km/h,空振り,木澤 尚文,堂林 翔太,4-7,
2,シュート,151km/h,ファウル,木澤 尚文,堂林 翔太,4-7,
3,シュート,153km/h,ボール  [すっぽ抜け、打者のけぞる],木澤 尚文,堂林 翔太,4-7,
1,シュート,154km/h,空振り,木澤 尚文,堂林 翔太,4-7,●
2,シュート,151km/h,ファウル,木澤 尚文,堂林 翔太,4-7,●
3,シュート,153km/h,ボール  [すっぽ抜け、打者のけぞる],木澤 尚文,堂林 翔太,4-7,●
4,カーブ,132km/h,空三振,木澤 尚文,堂林 翔太,4-7,●
1,スライダー,136km/h,空振り  [ワンバウンド、好走塁、ヘッドスライディング],田口 麗斗,野間 峻祥,6-7,●
1,スライダー,136km/h,空振り  [ワンバウンド、好走塁、ヘッドスライディング],田口 麗斗,野間 峻祥,6-7,●●
2,ストレート,147km/h,ボール,田口 麗斗,野間 峻祥,6-7,●●
3,スライダー,136km/h,ファウル,田口 麗斗,野間 峻祥,6-7,●●
4,スライダー,139km/h,ボール  [ワンバウンド],田口 麗斗,野間 峻祥,6-7,●●
5,スライダー,-,左飛,田口 麗斗,野間 峻祥,6-7,●●
1,スライダー,138km/h,ボール  [ワンバウンド],田口 麗斗,西川 龍馬,6-7,●●●
2,スライダー,137km/h,ファウル,田口 麗斗,西川 龍馬,6-7,●●●
3,ストレート,150km/h,ファウル,田口 麗斗,西川 龍馬,6-7,●●●
4,スライダー,139km/h,ファウル,田口 麗斗,西川 龍馬,6-7,●●●
5,スライダー,133km/h,ファウル  [止めたバットに当たる],田口 麗斗,西川 龍馬,6-7,●●●
6,ストレート,149km/h,見三振  [構えたところにズバリ],田口 麗斗,西川 龍馬,6-7,●●●
1,ストレート,154km/h,ボール,コルニエル,山田 哲人,6-7,
2,ストレート,154km/h,見逃し,コルニエル,山田 哲人,6-7,
3,スライダー,137km/h,見逃し,コルニエル,山田 哲人,6-7,
4,スライダー,138km/h,ファウル,コルニエル,山田 哲人,6-7,
5,ストレート,159km/h,ボール,コルニエル,山田 哲人,6-7,
6,ストレート,158km/h,ボール,コルニエル,山田 哲人,6-7,
7,ストレート,157km/h,ファウル,コルニエル,山田 哲人,6-7,
8,ストレート,159km/h,四球,コルニエル,山田 哲人,6-7,
1,スプリット,140km/h,ボール,コルニエル,村上 宗隆,6-7,
1,スプリット,140km/h,ボール,コルニエル,村上 宗隆,6-7,●
2,ストレート,154km/h,ファウル,コルニエル,村上 宗隆,6-7,●
3,スプリット,144km/h,ファウル,コルニエル,村上 宗隆,6-7,●
4,ストレート,155km/h,ボール,コルニエル,村上 宗隆,6-7,●
5,ストレート,154km/h,空三振  [ハーフスイング],コルニエル,村上 宗隆,6-7,●
1,ストレート,153km/h,ファウル,コルニエル,オスナ,6-7,●●
2,スライダー,135km/h,ボール,コルニエル,オスナ,6-7,●●
3,スプリット,144km/h,ボール  [ワンバウンド],コルニエル,オスナ,6-7,●●
4,ストレート,154km/h,二飛  [詰り],コルニエル,オスナ,6-7,●●
1,スライダー,-,左安,コルニエル,中村 悠平,6-7,●●
1,ストレート,156km/h,ボール,コルニエル,山崎 晃大朗,6-7,●●●
2,ストレート,152km/h,ボール  [ハーフスイング],コルニエル,山崎 晃大朗,6-7,●●●
3,ストレート,154km/h,二飛,コルニエル,山崎 晃大朗,6-7,●●●
1,スライダー,133km/h,ファウル,田口 麗斗,松山 竜平,6-7,●
2,スライダー,-,二ゴロ,田口 麗斗,松山 竜平,6-7,●
1,ストレート,149km/h,見逃し,田口 麗斗,坂倉 将吾,6-7,●●
2,スライダー,135km/h,左安  [フェンス直撃、好返球],田口 麗斗,坂倉 将吾,6-7,●●
1,ストレート,148km/h,見逃し,清水 昇,會澤 翼,6-7,●●●
2,フォーク,128km/h,空振り,清水 昇,會澤 翼,6-7,●●●
3,フォーク,129km/h,空三振,清水 昇,會澤 翼,6-7,●●●
1,ストレート,132km/h,ファウル,森浦 大輔,長岡 秀樹,6-7,●
2,カーブ,121km/h,ボール,森浦 大輔,長岡 秀樹,6-7,●
3,チェンジアップ,130km/h,ボール  [ワンバウンド],森浦 大輔,長岡 秀樹,6-7,●
4,スライダー,134km/h,三邪飛,森浦 大輔,長岡 秀樹,6-7,●
1,スライダー,135km/h,見逃し,森浦 大輔,丸山 和郁,6-7,●●
2,ストレート,150km/h,見逃し,森浦 大輔,丸山 和郁,6-7,●●
3,チェンジアップ,134km/h,ボール  [ワンバウンド],森浦 大輔,丸山 和郁,6-7,●●
4,ストレート,149km/h,遊ゴロ,森浦 大輔,丸山 和郁,6-7,●●
1,ストレート,147km/h,ボール,森浦 大輔,塩見 泰隆,6-7,●●●
2,スライダー,135km/h,見逃し,森浦 大輔,塩見 泰隆,6-7,●●●
3,カーブ,126km/h,ボール  [ハーフスイング],森浦 大輔,塩見 泰隆,6-7,●●●
4,スライダー,136km/h,三ゴロ,森浦 大輔,塩見 泰隆,6-7,●●●
1,ストレート,152km/h,ボール,マクガフ,小園 海斗,6-7,●
2,スプリット,142km/h,二ゴロ,マクガフ,小園 海斗,6-7,●
1,ストレート,145km/h,見逃し,マクガフ,上本 崇司,6-7,●●
2,カットボール,140km/h,ファウル,マクガフ,上本 崇司,6-7,●●
3,スプリット,142km/h,ボール  [ワンバウンド],マクガフ,上本 崇司,6-7,●●
4,ストレート,152km/h,ボール,マクガフ,上本 崇司,6-7,●●
5,カットボール,136km/h,一邪飛,マクガフ,上本 崇司,6-7,●●
1,ストレート,153km/h,見逃し,マクガフ,マクブルーム,6-7,●●●
2,カットボール,138km/h,ボール  [ワンバウンド],マクガフ,マクブルーム,6-7,●●●
3,カットボール,140km/h,ファウル,マクガフ,マクブルーム,6-7,●●●
4,ストレート,154km/h,空三振,マクガフ,マクブルーム,6-7,●●●
1,ストレート,145km/h,見逃し,メルセデス,岡林 勇希,0-0,
2,ストレート,146km/h,空振り,メルセデス,岡林 勇希,0-0,
3,ストレート,146km/h,ボール,メルセデス,岡林 勇希,0-0,
4,ストレート,142km/h,ボール  [サイン違い],メルセデス,岡林 勇希,0-0,
5,ストレート,145km/h,ファウル,メルセデス,岡林 勇希,0-0,
6,スライダー,129km/h,ボール  [ワンバウンド],メルセデス,岡林 勇希,0-0,
7,ストレート,144km/h,ファウル,メルセデス,岡林 勇希,0-0,
8,ストレート,144km/h,中２  [グラブ弾く、ポテンヒット],メルセデス,岡林 勇希,0-0,
1,ストレート,144km/h,空振り  [セーフティバント、バント空振り],メルセデス,大島 洋平,0-0,●
1,ストレート,144km/h,空振り  [セーフティバント、バント空振り],メルセデス,大島 洋平,0-0,●●
2,ストレート,146km/h,ボール,メルセデス,大島 洋平,0-0,●●
3,カーブ,120km/h,ボール,メルセデス,大島 洋平,0-0,●●
4,ストレート,142km/h,投ゴロ  [ジャンピングキャッチ],メルセデス,大島 洋平,0-0,●●
1,ストレート,143km/h,ボール,メルセデス,阿部 寿樹,0-0,●●●
2,ストレート,142km/h,ボール,メルセデス,阿部 寿樹,0-0,●●●
3,ストレート,142km/h,見逃し,メルセデス,阿部 寿樹,0-0,●●●
4,チェンジアップ,129km/h,二ゴロ  [逆シングル],メルセデス,阿部 寿樹,0-0,●●●
1,ストレート,143km/h,見逃し,小笠原 慎之介,吉川 尚輝,0-0,●
2,ストレート,145km/h,見逃し,小笠原 慎之介,吉川 尚輝,0-0,●
3,ストレート,147km/h,ボール,小笠原 慎之介,吉川 尚輝,0-0,●
4,ストレート,147km/h,中飛,小笠原 慎之介,吉川 尚輝,0-0,●
1,ストレート,144km/h,ボール,小笠原 慎之介,ウォーカー,0-0,●●
2,チェンジアップ,126km/h,見逃し,小笠原 慎之介,ウォーカー,0-0,●●
3,ストレート,147km/h,見逃し,小笠原 慎之介,ウォーカー,0-0,●●
4,チェンジアップ,125km/h,空三振,小笠原 慎之介,ウォーカー,0-0,●●
1,ナックルカーブ,119km/h,ボール,小笠原 慎之介,丸 佳浩,0-0,●●●
2,チェンジアップ,125km/h,見逃し,小笠原 慎之介,丸 佳浩,0-0,●●●
3,スライダー,129km/h,空振り,小笠原 慎之介,丸 佳浩,0-0,●●●
4,ストレート,149km/h,ボール,小笠原 慎之介,丸 佳浩,0-0,●●●
5,ストレート,150km/h,二ゴロ,小笠原 慎之介,丸 佳浩,0-0,●●●
1,ストレート,141km/h,ボール,メルセデス,ビシエド,0-0,●
2,カーブ,117km/h,見逃し,メルセデス,ビシエド,0-0,●
3,ストレート,145km/h,ボール,メルセデス,ビシエド,0-0,●
4,スライダー,131km/h,ファウル,メルセデス,ビシエド,0-0,●
5,ストレート,145km/h,ファウル,メルセデス,ビシエド,0-0,●
6,カーブ,118km/h,ファウル,メルセデス,ビシエド,0-0,●
7,ストレート,145km/h,遊飛  [詰り],メルセデス,ビシエド,0-0,●
1,チェンジアップ,136km/h,見逃し,メルセデス,木下 拓哉,0-0,●●
2,ストレート,145km/h,見逃し,メルセデス,木下 拓哉,0-0,●●
3,ストレート,144km/h,空三振  [高めのつり球を要求、ハーフスイング],メルセデス,木下 拓哉,0-0,●●
1,ストレート,145km/h,ボール,メルセデス,A.マルティネス,0-0,●●●
2,ストレート,144km/h,見逃し,メルセデス,A.マルティネス,0-0,●●●
3,ストレート,144km/h,ボール,メルセデス,A.マルティネス,0-0,●●●
4,ストレート,145km/h,ファウル,メルセデス,A.マルティネス,0-0,●●●
5,ストレート,148km/h,ボール,メルセデス,A.マルティネス,0-0,●●●
6,ストレート,147km/h,ファウル,メルセデス,A.マルティネス,0-0,●●●
7,ストレート,148km/h,空三振,メルセデス,A.マルティネス,0-0,●●●
1,スライダー,124km/h,ファウル,小笠原 慎之介,中田 翔,0-0,●
2,ストレート,144km/h,遊直  [詰り],小笠原 慎之介,中田 翔,0-0,●
1,ストレート,144km/h,ボール,小笠原 慎之介,岡本 和真,0-0,●●
2,ナックルカーブ,119km/h,ボール,小笠原 慎之介,岡本 和真,0-0,●●
3,チェンジアップ,127km/h,遊ゴロ  [バットの先],小笠原 慎之介,岡本 和真,0-0,●●
1,ナックルカーブ,118km/h,見逃し,小笠原 慎之介,ポランコ,0-0,●●●
2,ストレート,144km/h,ボール  [高めのつり球を要求],小笠原 慎之介,ポランコ,0-0,●●●
3,チェンジアップ,131km/h,ボール,小笠原 慎之介,ポランコ,0-0,●●●
4,ストレート,147km/h,見逃し,小笠原 慎之介,ポランコ,0-0,●●●
5,ナックルカーブ,120km/h,ファウル,小笠原 慎之介,ポランコ,0-0,●●●
6,ストレート,148km/h,ファウル,小笠原 慎之介,ポランコ,0-0,●●●
7,ストレート,146km/h,空三振  [高めのつり球を要求],小笠原 慎之介,ポランコ,0-0,●●●
1,ストレート,141km/h,見逃し,メルセデス,高橋 周平,0-0,
2,ストレート,144km/h,ボール,メルセデス,高橋 周平,0-0,
3,ストレート,144km/h,中安,メルセデス,高橋 周平,0-0,
1,ストレート,143km/h,ボール,メルセデス,土田 龍空,0-0,●
2,ストレート,141km/h,見逃し,メルセデス,土田 龍空,0-0,●
3,スライダー,128km/h,二ゴロ  [送球できず、併殺崩れ],メルセデス,土田 龍空,0-0,●
1,ストレート,142km/h,ファウル  [バントファウル],メルセデス,小笠原 慎之介,0-0,●●
2,ストレート,141km/h,ファウル  [バントファウル],メルセデス,小笠原 慎之介,0-0,●●
3,ストレート,144km/h,バ三振  [バントファウル],メルセデス,小笠原 慎之介,0-0,●●
1,ストレート,141km/h,見逃し,メルセデス,岡林 勇希,0-0,●●●
2,スライダー,129km/h,二ゴロ  [引っかけ、ランニングスロー],メルセデス,岡林 勇希,0-0,●●●
1,ナックルカーブ,116km/h,ボール,小笠原 慎之介,坂本 勇人,0-0,●
2,ストレート,143km/h,見逃し,小笠原 慎之介,坂本 勇人,0-0,●
3,チェンジアップ,126km/h,空振り,小笠原 慎之介,坂本 勇人,0-0,●
4,ストレート,147km/h,ボール,小笠原 慎之介,坂本 勇人,0-0,●
5,ナックルカーブ,119km/h,空三振,小笠原 慎之介,坂本 勇人,0-0,●
1,ストレート,145km/h,ファウル,小笠原 慎之介,大城 卓三,0-0,●●
2,ストレート,147km/h,ボール,小笠原 慎之介,大城 卓三,0-0,●●
3,スライダー,129km/h,ボール,小笠原 慎之介,大城 卓三,0-0,●●
4,チェンジアップ,126km/h,見逃し,小笠原 慎之介,大城 卓三,0-0,●●
5,ナックルカーブ,121km/h,ボール  [ワンバウンド],小笠原 慎之介,大城 卓三,0-0,●●
6,ストレート,148km/h,二飛  [詰り],小笠原 慎之介,大城 卓三,0-0,●●
1,ストレート,145km/h,見逃し,小笠原 慎之介,メルセデス,0-0,●●●
2,ナックルカーブ,118km/h,ボール,小笠原 慎之介,メルセデス,0-0,●●●
3,ストレート,145km/h,ファウル,小笠原 慎之介,メルセデス,0-0,●●●
4,ナックルカーブ,122km/h,ファウル,小笠原 慎之介,メルセデス,0-0,●●●
5,ストレート,149km/h,空三振,小笠原 慎之介,メルセデス,0-0,●●●
1,ストレート,141km/h,ボール,メルセデス,大島 洋平,0-0,●
2,ストレート,142km/h,一ゴロ  [野手の正面をつく],メルセデス,大島 洋平,0-0,●
1,ストレート,142km/h,見逃し,メルセデス,阿部 寿樹,0-0,●
2,ストレート,143km/h,見逃し,メルセデス,阿部 寿樹,0-0,●
3,カーブ,117km/h,ボール  [ワンバウンド],メルセデス,阿部 寿樹,0-0,●
4,ストレート,144km/h,ボール,メルセデス,阿部 寿樹,0-0,●
5,スライダー,131km/h,中２,メルセデス,阿部 寿樹,0-0,●
1,ストレート,144km/h,ボール,メルセデス,ビシエド,0-0,●●
2,チェンジアップ,129km/h,遊ゴロ  [逆シングル],メルセデス,ビシエド,0-0,●●
1,スライダー,131km/h,ボール,メルセデス,木下 拓哉,0-0,●●●
2,ストレート,145km/h,見逃し,メルセデス,木下 拓哉,0-0,●●●
3,ストレート,145km/h,ボール,メルセデス,木下 拓哉,0-0,●●●
4,カーブ,120km/h,空振り,メルセデス,木下 拓哉,0-0,●●●
5,ストレート,145km/h,ファウル,メルセデス,木下 拓哉,0-0,●●●
6,ストレート,146km/h,ボール  [ベンチに戻りかける],メルセデス,木下 拓哉,0-0,●●●
7,ストレート,146km/h,三ゴロ,メルセデス,木下 拓哉,0-0,●●●
1,スライダー,126km/h,ボール  [ワンバウンド],小笠原 慎之介,吉川 尚輝,0-0,●
2,ナックルカーブ,115km/h,見逃し,小笠原 慎之介,吉川 尚輝,0-0,●
3,チェンジアップ,127km/h,ボール,小笠原 慎之介,吉川 尚輝,0-0,●
4,ストレート,144km/h,ボール,小笠原 慎之介,吉川 尚輝,0-0,●
5,ストレート,144km/h,空振り,小笠原 慎之介,吉川 尚輝,0-0,●
6,ストレート,148km/h,ファウル,小笠原 慎之介,吉川 尚輝,0-0,●
7,ストレート,146km/h,遊ゴロ,小笠原 慎之介,吉川 尚輝,0-0,●
1,チェンジアップ,132km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
2,チェンジアップ,130km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
3,ナックルカーブ,122km/h,ボール,小笠原 慎之介,ウォーカー,0-0,●●
4,ストレート,147km/h,ボール,小笠原 慎之介,ウォーカー,0-0,●●
5,チェンジアップ,131km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
6,ナックルカーブ,121km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
7,ストレート,147km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
8,ストレート,148km/h,ファウル,小笠原 慎之介,ウォーカー,0-0,●●
9,チェンジアップ,128km/h,ボール,小笠原 慎之介,ウォーカー,0-0,●●
10,チェンジアップ,132km/h,三ゴロ  [引っかけ],小笠原 慎之介,ウォーカー,0-0,●●
1,スライダー,129km/h,空振り,小笠原 慎之介,丸 佳浩,0-0,●●
2,チェンジアップ,131km/h,ボール,小笠原 慎之介,丸 佳浩,0-0,●●
3,チェンジアップ,130km/h,空振り,小笠原 慎之介,丸 佳浩,0-0,●●
4,ストレート,147km/h,ボール,小笠原 慎之介,丸 佳浩,0-0,●●
5,ナックルカーブ,122km/h,ボール  [ワンバウンド],小笠原 慎之介,丸 佳浩,0-0,●●
6,チェンジアップ,131km/h,四球,小笠原 慎之介,丸 佳浩,0-0,●●
1,チェンジアップ,127km/h,ボール,小笠原 慎之介,中田 翔,0-0,●●
2,ストレート,145km/h,見逃し,小笠原 慎之介,中田 翔,0-0,●●
1,チェンジアップ,127km/h,ボール,小笠原 慎之介,中田 翔,0-0,●●●
2,ストレート,145km/h,見逃し,小笠原 慎之介,中田 翔,0-0,●●●
3,ストレート,143km/h,ボール,小笠原 慎之介,中田 翔,0-0,●●●
4,チェンジアップ,130km/h,見逃し,小笠原 慎之介,中田 翔,0-0,●●●
5,ストレート,146km/h,ボール,小笠原 慎之介,中田 翔,0-0,●●●
6,チェンジアップ,131km/h,二ゴロ  [泳ぎ、バットの先],小笠原 慎之介,中田 翔,0-0,●●●
1,カーブ,118km/h,右本,メルセデス,A.マルティネス,1-0,
1,ストレート,-,三邪飛  [ボール見失う],メルセデス,高橋 周平,1-0,●
1,ストレート,143km/h,左飛  [ライン際],メルセデス,土田 龍空,1-0,●●
1,ストレート,143km/h,見逃し,メルセデス,小笠原 慎之介,1-0,●●
2,スライダー,128km/h,ボール,メルセデス,小笠原 慎之介,1-0,●●
3,ストレート,144km/h,見逃し,メルセデス,小笠原 慎之介,1-0,●●
4,ストレート,145km/h,ボール  [ベンチに戻りかける],メルセデス,小笠原 慎之介,1-0,●●
5,スライダー,131km/h,ボール  [ワンバウンド],メルセデス,小笠原 慎之介,1-0,●●
6,ストレート,143km/h,四球,メルセデス,小笠原 慎之介,1-0,●●
1,ツーシーム,141km/h,ボール,メルセデス,岡林 勇希,1-0,●●●
2,ストレート,143km/h,遊ゴロ,メルセデス,岡林 勇希,1-0,●●●
1,ストレート,142km/h,ボール,小笠原 慎之介,岡本 和真,1-0,
2,チェンジアップ,125km/h,ファウル,小笠原 慎之介,岡本 和真,1-0,
3,ストレート,144km/h,ファウル,小笠原 慎之介,岡本 和真,1-0,
4,ストレート,146km/h,ファウル,小笠原 慎之介,岡本 和真,1-0,
5,ナックルカーブ,122km/h,ファウル,小笠原 慎之介,岡本 和真,1-0,
6,チェンジアップ,130km/h,ファウル,小笠原 慎之介,岡本 和真,1-0,
7,チェンジアップ,134km/h,右安  [ポテンヒット],小笠原 慎之介,岡本 和真,1-0,
1,スライダー,125km/h,ボール,小笠原 慎之介,ポランコ,1-0,●●
2,ナックルカーブ,115km/h,見逃し,小笠原 慎之介,ポランコ,1-0,●●
3,スライダー,127km/h,ファウル,小笠原 慎之介,ポランコ,1-0,●●
4,ストレート,144km/h,ボール,小笠原 慎之介,ポランコ,1-0,●●
5,ナックルカーブ,118km/h,ファウル  [自打球],小笠原 慎之介,ポランコ,1-0,●●
6,ストレート,146km/h,ボール,小笠原 慎之介,ポランコ,1-0,●●
7,スライダー,128km/h,空三振  [ランエンドヒット],小笠原 慎之介,ポランコ,1-0,●●
1,チェンジアップ,130km/h,中飛,小笠原 慎之介,坂本 勇人,1-0,●●●
1,スライダー,-,ボール,メルセデス,大島 洋平,1-0,●
2,ストレート,141km/h,見逃し,メルセデス,大島 洋平,1-0,●
3,ストレート,143km/h,ファウル,メルセデス,大島 洋平,1-0,●
4,ストレート,144km/h,三ゴロ  [スライディングキャッチ、好プレイ],メルセデス,大島 洋平,1-0,●
1,ストレート,143km/h,ボール,メルセデス,阿部 寿樹,1-0,●
2,スライダー,131km/h,ファウル,メルセデス,阿部 寿樹,1-0,●
3,ストレート,143km/h,ボール,メルセデス,阿部 寿樹,1-0,●
4,ストレート,143km/h,見逃し,メルセデス,阿部 寿樹,1-0,●
5,スライダー,131km/h,ボール  [ワンバウンド],メルセデス,阿部 寿樹,1-0,●
6,ストレート,143km/h,ファウル,メルセデス,阿部 寿樹,1-0,●
7,ストレート,145km/h,ファウル,メルセデス,阿部 寿樹,1-0,●
8,ストレート,144km/h,ファウル,メルセデス,阿部 寿樹,1-0,●
9,ストレート,145km/h,二安  [ダイビングキャッチ、送球できず],メルセデス,阿部 寿樹,1-0,●
1,ストレート,142km/h,見逃し,メルセデス,ビシエド,1-0,●
2,ストレート,142km/h,見逃し,メルセデス,ビシエド,1-0,●
3,スライダー,128km/h,ボール  [ワンバウンド],メルセデス,ビシエド,1-0,●
4,スライダー,128km/h,ファウル,メルセデス,ビシエド,1-0,●
5,スライダー,129km/h,左２,メルセデス,ビシエド,1-0,●
1,カットボール,136km/h,中犠飛  [タッチアップ],畠 世周,木下 拓哉,2-0,●●
1,ストレート,149km/h,ボール,畠 世周,A.マルティネス,2-0,●●●
2,ストレート,148km/h,守妨,畠 世周,A.マルティネス,2-0,●●●
1,ナックルカーブ,115km/h,ボール,小笠原 慎之介,大城 卓三,2-0,●
2,ストレート,143km/h,見逃し,小笠原 慎之介,大城 卓三,2-0,●
3,ストレート,143km/h,ボール,小笠原 慎之介,大城 卓三,2-0,●
4,スライダー,129km/h,中飛,小笠原 慎之介,大城 卓三,2-0,●
1,ナックルカーブ,115km/h,見逃し,小笠原 慎之介,増田 陸,2-0,●●
2,ストレート,144km/h,ボール,小笠原 慎之介,増田 陸,2-0,●●
3,チェンジアップ,128km/h,ファウル,小笠原 慎之介,増田 陸,2-0,●●
4,ナックルカーブ,120km/h,空三振,小笠原 慎之介,増田 陸,2-0,●●
1,ストレート,145km/h,ボール,小笠原 慎之介,吉川 尚輝,2-0,●●●
2,ストレート,145km/h,ボール,小笠原 慎之介,吉川 尚輝,2-0,●●●
3,ストレート,144km/h,ボール,小笠原 慎之介,吉川 尚輝,2-0,●●●
4,ストレート,143km/h,見逃し  [打つ気なし],小笠原 慎之介,吉川 尚輝,2-0,●●●
5,チェンジアップ,131km/h,見逃し,小笠原 慎之介,吉川 尚輝,2-0,●●●
6,ストレート,149km/h,ファウル,小笠原 慎之介,吉川 尚輝,2-0,●●●
7,ストレート,148km/h,空三振,小笠原 慎之介,吉川 尚輝,2-0,●●●
1,シュート,142km/h,見逃し,今村 信貴,高橋 周平,2-0,●
2,ストレート,146km/h,ボール,今村 信貴,高橋 周平,2-0,●
3,ストレート,142km/h,ボール  [ハーフスイング],今村 信貴,高橋 周平,2-0,●
4,シュート,142km/h,遊ゴロ,今村 信貴,高橋 周平,2-0,●
1,シュート,145km/h,ボール  [打者のけぞる],今村 信貴,土田 龍空,2-0,●●
2,シュート,141km/h,ボール,今村 信貴,土田 龍空,2-0,●●
3,シュート,142km/h,三ゴロ  [ジャンピングキャッチ],今村 信貴,土田 龍空,2-0,●●
1,ストレート,140km/h,見逃し,今村 信貴,小笠原 慎之介,2-0,●●●
2,ストレート,145km/h,ボール,今村 信貴,小笠原 慎之介,2-0,●●●
3,ストレート,144km/h,ファウル,今村 信貴,小笠原 慎之介,2-0,●●●
4,ストレート,144km/h,ボール,今村 信貴,小笠原 慎之介,2-0,●●●
5,ストレート,145km/h,ファウル,今村 信貴,小笠原 慎之介,2-0,●●●
6,ストレート,145km/h,二ゴロ  [詰り],今村 信貴,小笠原 慎之介,2-0,●●●
1,ナックルカーブ,114km/h,空振り  [ワンバウンド],小笠原 慎之介,ウォーカー,2-0,●
2,ストレート,143km/h,ボール,小笠原 慎之介,ウォーカー,2-0,●
3,ナックルカーブ,118km/h,ファウル,小笠原 慎之介,ウォーカー,2-0,●
4,チェンジアップ,128km/h,遊ゴロ  [送球がバウンド、好プレイ],小笠原 慎之介,ウォーカー,2-0,●
1,チェンジアップ,126km/h,見逃し,小笠原 慎之介,丸 佳浩,2-0,●●
2,ストレート,145km/h,ボール,小笠原 慎之介,丸 佳浩,2-0,●●
3,ストレート,146km/h,見逃し,小笠原 慎之介,丸 佳浩,2-0,●●
4,スライダー,128km/h,ボール,小笠原 慎之介,丸 佳浩,2-0,●●
5,ナックルカーブ,121km/h,ファウル,小笠原 慎之介,丸 佳浩,2-0,●●
6,ストレート,147km/h,遊ゴロ,小笠原 慎之介,丸 佳浩,2-0,●●
1,ストレート,146km/h,ファウル,小笠原 慎之介,中田 翔,2-0,●●●
2,ストレート,147km/h,ボール,小笠原 慎之介,中田 翔,2-0,●●●
3,チェンジアップ,128km/h,中飛,小笠原 慎之介,中田 翔,2-0,●●●
1,ツーシーム,141km/h,空振り,平内 龍太,岡林 勇希,2-0,
2,ストレート,149km/h,右３  [ライン際],平内 龍太,岡林 勇希,2-0,
1,ツーシーム,146km/h,ボール,平内 龍太,大島 洋平,2-0,
2,カットボール,137km/h,ファウル,平内 龍太,大島 洋平,2-0,
3,ツーシーム,144km/h,ボール,平内 龍太,大島 洋平,2-0,
4,ツーシーム,143km/h,ファウル,平内 龍太,大島 洋平,2-0,
5,ストレート,151km/h,ボール,平内 龍太,大島 洋平,2-0,
6,ストレート,149km/h,ファウル,平内 龍太,大島 洋平,2-0,
7,カットボール,136km/h,四球,平内 龍太,大島 洋平,2-0,
1,ストレート,151km/h,ボール,平内 龍太,阿部 寿樹,2-0,●
2,ストレート,151km/h,右飛  [走者動けず],平内 龍太,阿部 寿樹,2-0,●
1,スプリット,143km/h,中安  [ランエンドヒット、バットの先、ポテンヒット],平内 龍太,ビシエド,3-0,●
1,ストレート,149km/h,ボール,平内 龍太,木下 拓哉,3-0,●
1,ストレート,149km/h,ボール,平内 龍太,木下 拓哉,4-0,●●
2,スプリット,143km/h,中犠飛,平内 龍太,木下 拓哉,4-0,●●
1,ストレート,150km/h,左２,平内 龍太,A.マルティネス,5-0,●●●
1,チェンジアップ,128km/h,ボール,小笠原 慎之介,岡本 和真,5-0,
2,ストレート,144km/h,ボール,小笠原 慎之介,岡本 和真,5-0,
3,ストレート,145km/h,見逃し,小笠原 慎之介,岡本 和真,5-0,
4,ストレート,146km/h,見逃し,小笠原 慎之介,岡本 和真,5-0,
5,ストレート,146km/h,左安,小笠原 慎之介,岡本 和真,5-0,
1,ナックルカーブ,115km/h,ボール,小笠原 慎之介,ポランコ,5-0,●
2,ナックルカーブ,115km/h,ボール,小笠原 慎之介,ポランコ,5-0,●
3,ストレート,145km/h,ファウル,小笠原 慎之介,ポランコ,5-0,●
4,ストレート,146km/h,遊邪飛,小笠原 慎之介,ポランコ,5-0,●
1,ストレート,143km/h,中２  [フェンス直撃],小笠原 慎之介,坂本 勇人,5-0,●
1,スライダー,125km/h,見逃し,小笠原 慎之介,大城 卓三,5-2,●
2,ストレート,144km/h,ボール,小笠原 慎之介,大城 卓三,5-2,●
3,ストレート,145km/h,中安,小笠原 慎之介,大城 卓三,5-2,●
