投球数,球種,球速,結果,投手,打者,スコア
1,ストレート,140km/h,ボール,野村 祐輔,A.マルティネス,0-2
2,ストレート,139km/h,ボール,野村 祐輔,A.マルティネス,0-2
3,スライダー,132km/h,遊ゴロ  [引っかけ],野村 祐輔,A.マルティネス,0-2
1,スローカーブ,108km/h,空振り,柳 裕也,マクブルーム,0-2
2,カットボール,137km/h,ボール,柳 裕也,マクブルーム,0-2
3,スローカーブ,106km/h,空振り,柳 裕也,マクブルーム,0-2
4,スローカーブ,103km/h,ボール  [ワンバウンド],柳 裕也,マクブルーム,0-2
5,チェンジアップ,130km/h,ファウル,柳 裕也,マクブルーム,0-2
6,スローカーブ,102km/h,ボール,柳 裕也,マクブルーム,0-2
7,カットボール,134km/h,中安,柳 裕也,マクブルーム,0-2
1,縦スライダー,120km/h,見逃し  [セーフティバント、バント構え],柳 裕也,坂倉 将吾,0-2
2,チェンジアップ,130km/h,ボール,柳 裕也,坂倉 将吾,0-2
3,カットボール,138km/h,空振り,柳 裕也,坂倉 将吾,0-2
4,ストレート,142km/h,ボール,柳 裕也,坂倉 将吾,0-2
5,縦スライダー,123km/h,ファウル  [自打球],柳 裕也,坂倉 将吾,0-2
6,縦スライダー,121km/h,ボール,柳 裕也,坂倉 将吾,0-2
7,チェンジアップ,130km/h,ファウル  [ランエンドヒット],柳 裕也,坂倉 将吾,0-2
8,チェンジアップ,130km/h,ファウル  [ランエンドヒット、ライン際],柳 裕也,坂倉 将吾,0-2
9,縦スライダー,123km/h,ファウル  [ランエンドヒット],柳 裕也,坂倉 将吾,0-2
10,ストレート,143km/h,四球  [ランエンドヒット],柳 裕也,坂倉 将吾,0-2
1,カットボール,133km/h,三安  [バントヒット],柳 裕也,小園 海斗,0-2
1,縦スライダー,125km/h,ボール  [ワンバウンド、ハーフスイング],柳 裕也,堂林 翔太,1-2
2,チェンジアップ,130km/h,左犠飛,柳 裕也,堂林 翔太,1-2
1,ストレート,143km/h,見逃し,柳 裕也,會澤 翼,1-2
2,ストレート,142km/h,ボール,柳 裕也,會澤 翼,1-2
3,チェンジアップ,127km/h,ファウル,柳 裕也,會澤 翼,1-2
4,縦スライダー,124km/h,空三振,柳 裕也,會澤 翼,1-2
1,チェンジアップ,130km/h,ボール,柳 裕也,松山 竜平,1-2
2,縦スライダー,123km/h,見逃し,柳 裕也,松山 竜平,1-2
3,ストレート,142km/h,左飛  [フェンスギリギリ],柳 裕也,松山 竜平,1-2
1,ストレート,147km/h,見逃し,中﨑 翔太,高橋 周平,1-2
2,スライダー,132km/h,ボール,中﨑 翔太,高橋 周平,1-2
3,ストレート,145km/h,見逃し,中﨑 翔太,高橋 周平,1-2
4,ストレート,147km/h,ファウル,中﨑 翔太,高橋 周平,1-2
5,ストレート,148km/h,ファウル,中﨑 翔太,高橋 周平,1-2
6,スライダー,134km/h,左２,中﨑 翔太,高橋 周平,1-2
1,スライダー,130km/h,捕犠打,中﨑 翔太,木下 拓哉,1-2
1,スライダー,131km/h,見逃し,中﨑 翔太,溝脇 隼人,1-2
2,ストレート,146km/h,ボール,中﨑 翔太,溝脇 隼人,1-2
3,ストレート,144km/h,見逃し,中﨑 翔太,溝脇 隼人,1-2
4,スライダー,132km/h,ボール,中﨑 翔太,溝脇 隼人,1-2
5,スライダー,133km/h,空三振,中﨑 翔太,溝脇 隼人,1-2
1,スライダー,136km/h,ボール,中﨑 翔太,渡辺 勝,1-2
2,スライダー,134km/h,空振り,中﨑 翔太,渡辺 勝,1-2
3,スライダー,133km/h,空振り,中﨑 翔太,渡辺 勝,1-2
4,スライダー,132km/h,ボール,中﨑 翔太,渡辺 勝,1-2
5,ストレート,147km/h,空三振,中﨑 翔太,渡辺 勝,1-2
1,カーブ,122km/h,見逃し,清水 達也,上本 崇司,1-2
2,ストレート,149km/h,ファウル,清水 達也,上本 崇司,1-2
3,スプリット,138km/h,ファウル,清水 達也,上本 崇司,1-2
4,ストレート,148km/h,ファウル,清水 達也,上本 崇司,1-2
5,カーブ,124km/h,ボール,清水 達也,上本 崇司,1-2
6,スプリット,136km/h,ファウル,清水 達也,上本 崇司,1-2
7,スプリット,139km/h,ボール,清水 達也,上本 崇司,1-2
8,スプリット,138km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],清水 達也,上本 崇司,1-2
1,スプリット,143km/h,ボール,清水 達也,菊池 涼介,1-2
2,スプリット,139km/h,ボール,清水 達也,菊池 涼介,1-2
3,スプリット,140km/h,ボール  [ワンバウンド],清水 達也,菊池 涼介,1-2
4,ストレート,150km/h,四球,清水 達也,菊池 涼介,1-2
1,ストレート,151km/h,ボール,清水 達也,秋山 翔吾,1-2
2,ストレート,149km/h,二併打,清水 達也,秋山 翔吾,1-2
1,スライダー,123km/h,見逃し,ターリー,大島 洋平,1-2
2,スライダー,122km/h,見逃し,ターリー,大島 洋平,1-2
3,ストレート,149km/h,ファウル,ターリー,大島 洋平,1-2
4,カーブ,117km/h,ボール  [すっぽ抜け],ターリー,大島 洋平,1-2
5,ストレート,150km/h,空三振,ターリー,大島 洋平,1-2
1,ストレート,148km/h,ボール,ターリー,岡林 勇希,1-2
2,ストレート,147km/h,空振り,ターリー,岡林 勇希,1-2
3,スライダー,122km/h,ボール,ターリー,岡林 勇希,1-2
4,スライダー,123km/h,ボール  [ハーフスイング],ターリー,岡林 勇希,1-2
5,ストレート,150km/h,ファウル,ターリー,岡林 勇希,1-2
6,ストレート,150km/h,空三振,ターリー,岡林 勇希,1-2
1,スライダー,124km/h,ボール,ターリー,阿部 寿樹,1-2
2,ストレート,151km/h,ボール,ターリー,阿部 寿樹,1-2
3,ストレート,149km/h,ボール,ターリー,阿部 寿樹,1-2
4,ストレート,148km/h,四球,ターリー,阿部 寿樹,1-2
1,スライダー,131km/h,ボール,矢崎 拓也,ビシエド,1-2
2,ストレート,150km/h,ファウル  [フルスイング],矢崎 拓也,ビシエド,1-2
3,ストレート,149km/h,ファウル,矢崎 拓也,ビシエド,1-2
4,フォーク,139km/h,空三振  [ワンバウンド、ランエンドヒット],矢崎 拓也,ビシエド,1-2
1,チェンジアップ,130km/h,ファウル,R.マルティネス,マクブルーム,1-2
2,ストレート,154km/h,ボール,R.マルティネス,マクブルーム,1-2
3,ストレート,154km/h,見逃し,R.マルティネス,マクブルーム,1-2
4,ストレート,154km/h,ボール,R.マルティネス,マクブルーム,1-2
5,ストレート,154km/h,ファウル,R.マルティネス,マクブルーム,1-2
6,スプリット,141km/h,三ゴロ,R.マルティネス,マクブルーム,1-2
1,ストレート,153km/h,ファウル,R.マルティネス,坂倉 将吾,1-2
2,ストレート,157km/h,空振り,R.マルティネス,坂倉 将吾,1-2
3,ストレート,157km/h,空三振,R.マルティネス,坂倉 将吾,1-2
1,ストレート,156km/h,見逃し,R.マルティネス,小園 海斗,1-2
2,スプリット,147km/h,遊安  [バットの先、ボテボテ],R.マルティネス,小園 海斗,1-2
1,ストレート,154km/h,見逃し,R.マルティネス,堂林 翔太,1-2
2,スプリット,142km/h,ボール  [ワンバウンド],R.マルティネス,堂林 翔太,1-2
3,ストレート,154km/h,空振り,R.マルティネス,堂林 翔太,1-2
4,ナックルカーブ,144km/h,左安  [ランエンドヒット],R.マルティネス,堂林 翔太,1-2
1,ストレート,153km/h,見逃し,R.マルティネス,會澤 翼,1-2
2,ストレート,152km/h,空振り,R.マルティネス,會澤 翼,1-2
3,ストレート,155km/h,二ゴロ  [バットの先],R.マルティネス,會澤 翼,1-2
1,ストレート,146km/h,ファウル  [球審に打球が直撃],早川 隆久,長谷川 信哉,0-0
2,ストレート,148km/h,ファウル,早川 隆久,長谷川 信哉,0-0
3,ストレート,146km/h,ファウル,早川 隆久,長谷川 信哉,0-0
4,カーブ,120km/h,二ゴロ,早川 隆久,長谷川 信哉,0-0
1,ストレート,147km/h,ファウル,早川 隆久,源田 壮亮,0-0
2,チェンジアップ,131km/h,空振り,早川 隆久,源田 壮亮,0-0
3,ストレート,148km/h,二ゴロ  [詰り],早川 隆久,源田 壮亮,0-0
1,ストレート,146km/h,ボール,早川 隆久,森 友哉,0-0
2,ストレート,148km/h,ボール,早川 隆久,森 友哉,0-0
3,チェンジアップ,137km/h,ボール,早川 隆久,森 友哉,0-0
4,ストレート,145km/h,ファウル,早川 隆久,森 友哉,0-0
5,カーブ,121km/h,ファウル,早川 隆久,森 友哉,0-0
6,チェンジアップ,133km/h,四球  [ワンバウンド],早川 隆久,森 友哉,0-0
1,カットボール,135km/h,空振り,早川 隆久,山川 穂高,1-0
2,ストレート,143km/h,左２  [ライン際、強襲、好走塁],早川 隆久,山川 穂高,1-0
1,カーブ,121km/h,ボール,早川 隆久,外崎 修汰,3-0
2,カットボール,136km/h,見逃し,早川 隆久,外崎 修汰,3-0
3,ストレート,145km/h,左本  [スタンドギリギリ],早川 隆久,外崎 修汰,3-0
1,ストレート,143km/h,左飛,早川 隆久,ジャンセン・ウィティ,3-0
1,ストレート,133km/h,ボール,與座 海人,西川 遥輝,3-0
2,ストレート,130km/h,中飛,與座 海人,西川 遥輝,3-0
1,ストレート,133km/h,見逃し,與座 海人,小深田 大翔,3-0
2,シンカー,-,ファウル  [自打球],與座 海人,小深田 大翔,3-0
3,チェンジアップ,109km/h,ボール,與座 海人,小深田 大翔,3-0
4,シンカー,125km/h,ボール,與座 海人,小深田 大翔,3-0
5,ストレート,132km/h,左安,與座 海人,小深田 大翔,3-0
1,ストレート,129km/h,ボール,與座 海人,浅村 栄斗,3-0
2,ストレート,130km/h,ファウル,與座 海人,浅村 栄斗,3-0
3,ストレート,130km/h,右２,與座 海人,浅村 栄斗,3-0
1,ストレート,131km/h,ファウル,與座 海人,島内 宏明,3-0
2,シンカー,128km/h,ファウル  [自打球],與座 海人,島内 宏明,3-0
3,スライダー,125km/h,ファウル,與座 海人,島内 宏明,3-0
4,ストレート,132km/h,ボール,與座 海人,島内 宏明,3-0
5,スライダー,124km/h,ファウル,與座 海人,島内 宏明,3-0
6,シンカー,125km/h,一ゴロ  [内野中間守備、逆シングル],與座 海人,島内 宏明,3-0
1,シンカー,130km/h,右安,與座 海人,銀次,3-1
1,スライダー,115km/h,空振り,與座 海人,岡島 豪郎,3-1
2,ストレート,132km/h,中飛,與座 海人,岡島 豪郎,3-1
1,カーブ,118km/h,見逃し,早川 隆久,中村 剛也,3-1
2,ストレート,142km/h,空振り,早川 隆久,中村 剛也,3-1
3,チェンジアップ,126km/h,ボール,早川 隆久,中村 剛也,3-1
4,カットボール,135km/h,ファウル,早川 隆久,中村 剛也,3-1
5,ストレート,144km/h,三ゴロ  [ライン際、逆シングル],早川 隆久,中村 剛也,3-1
1,ストレート,145km/h,空振り,早川 隆久,オグレディ,3-1
2,ストレート,144km/h,死球,早川 隆久,オグレディ,3-1
1,カットボール,132km/h,見逃し,早川 隆久,高木 渉,3-1
2,カットボール,130km/h,見逃し,早川 隆久,高木 渉,3-1
3,チェンジアップ,125km/h,ボール  [ワンバウンド],早川 隆久,高木 渉,3-1
4,ストレート,140km/h,中飛  [泳ぎ],早川 隆久,高木 渉,3-1
1,カットボール,133km/h,ボール,早川 隆久,長谷川 信哉,3-1
2,ストレート,143km/h,左２,早川 隆久,長谷川 信哉,3-1
1,ストレート,144km/h,ファウル  [止めたバットに当たる],早川 隆久,源田 壮亮,4-1
2,ストレート,143km/h,見逃し,早川 隆久,源田 壮亮,4-1
3,チェンジアップ,131km/h,ボール  [ワンバウンド],早川 隆久,源田 壮亮,4-1
4,チェンジアップ,128km/h,左安  [好返球],早川 隆久,源田 壮亮,4-1
1,ストレート,133km/h,ファウル,與座 海人,鈴木 大地,4-1
2,スライダー,125km/h,ボール,與座 海人,鈴木 大地,4-1
3,ストレート,132km/h,ボール  [高めのつり球を要求],與座 海人,鈴木 大地,4-1
4,ストレート,134km/h,左飛,與座 海人,鈴木 大地,4-1
1,カーブ,106km/h,ボール,與座 海人,茂木 栄五郎,4-2
2,スライダー,122km/h,右本  [スタンド中段],與座 海人,茂木 栄五郎,4-2
1,ストレート,135km/h,中飛,與座 海人,炭谷 銀仁朗,4-2
1,ストレート,131km/h,ボール,與座 海人,西川 遥輝,4-2
2,ストレート,131km/h,見逃し,與座 海人,西川 遥輝,4-2
3,ストレート,131km/h,ファウル,與座 海人,西川 遥輝,4-2
4,ストレート,133km/h,ファウル  [高めのつり球を要求],與座 海人,西川 遥輝,4-2
5,スライダー,124km/h,ボール,與座 海人,西川 遥輝,4-2
6,ストレート,131km/h,ボール  [高めのつり球を要求],與座 海人,西川 遥輝,4-2
7,スライダー,124km/h,空三振,與座 海人,西川 遥輝,4-2
1,ストレート,143km/h,見逃し,早川 隆久,森 友哉,4-2
2,カーブ,117km/h,ボール,早川 隆久,森 友哉,4-2
3,カットボール,133km/h,ファウル,早川 隆久,森 友哉,4-2
4,ストレート,143km/h,三飛  [高々と舞い上がる],早川 隆久,森 友哉,4-2
1,チェンジアップ,128km/h,ボール,早川 隆久,山川 穂高,4-2
2,カットボール,132km/h,ボール,早川 隆久,山川 穂高,4-2
3,スライダー,133km/h,ボール  [ハーフスイング],早川 隆久,山川 穂高,4-2
4,チェンジアップ,130km/h,見逃し,早川 隆久,山川 穂高,4-2
5,カットボール,133km/h,見逃し,早川 隆久,山川 穂高,4-2
6,ストレート,146km/h,四球,早川 隆久,山川 穂高,4-2
1,ストレート,142km/h,ボール,早川 隆久,外崎 修汰,4-2
2,カットボール,132km/h,見逃し,早川 隆久,外崎 修汰,4-2
3,スライダー,130km/h,空振り,早川 隆久,外崎 修汰,4-2
4,カットボール,131km/h,左２,早川 隆久,外崎 修汰,4-2
1,チェンジアップ,130km/h,ボール,早川 隆久,ジャンセン・ウィティ,4-2
2,ストレート,143km/h,見逃し,早川 隆久,ジャンセン・ウィティ,4-2
3,ストレート,144km/h,見逃し,早川 隆久,ジャンセン・ウィティ,4-2
4,カーブ,121km/h,ファウル,早川 隆久,ジャンセン・ウィティ,4-2
5,チェンジアップ,130km/h,三ゴロ  [バットの先、ボテボテ],早川 隆久,ジャンセン・ウィティ,4-2
1,カットボール,132km/h,ボール,早川 隆久,中村 剛也,4-2
2,チェンジアップ,128km/h,見逃し,早川 隆久,中村 剛也,4-2
3,ストレート,144km/h,ボール,早川 隆久,中村 剛也,4-2
4,スライダー,133km/h,ボール  [ハーフスイング],早川 隆久,中村 剛也,4-2
5,チェンジアップ,127km/h,四球,早川 隆久,中村 剛也,4-2
1,チェンジアップ,129km/h,見逃し,早川 隆久,オグレディ,4-2
2,ストレート,143km/h,ボール,早川 隆久,オグレディ,4-2
3,ストレート,143km/h,一ゴロ  [痛烈な当たり、逆シングル],早川 隆久,オグレディ,4-2
1,ストレート,133km/h,ボール,與座 海人,小深田 大翔,4-2
2,スライダー,121km/h,中安,與座 海人,小深田 大翔,4-2
1,ストレート,129km/h,見逃し,與座 海人,浅村 栄斗,4-2
2,ストレート,131km/h,ファウル,與座 海人,浅村 栄斗,4-2
3,ストレート,131km/h,空三振  [高めのつり球を要求],與座 海人,浅村 栄斗,4-2
1,ストレート,132km/h,中飛  [ランエンドヒット],與座 海人,島内 宏明,4-2
1,ストレート,130km/h,ファウル,與座 海人,銀次,4-2
2,ストレート,130km/h,ボール  [高めのつり球を要求],與座 海人,銀次,4-2
3,ストレート,127km/h,中飛,與座 海人,銀次,4-2
1,ストレート,143km/h,右飛,早川 隆久,高木 渉,4-2
1,ストレート,145km/h,見逃し  [セーフティバント、バント構え],早川 隆久,長谷川 信哉,4-2
2,カーブ,119km/h,ボール  [ワンバウンド],早川 隆久,長谷川 信哉,4-2
3,ストレート,143km/h,ファウル,早川 隆久,長谷川 信哉,4-2
4,チェンジアップ,129km/h,ボール,早川 隆久,長谷川 信哉,4-2
5,カットボール,133km/h,ボール,早川 隆久,長谷川 信哉,4-2
6,ストレート,144km/h,遊ゴロ  [逆シングル、好プレイ],早川 隆久,長谷川 信哉,4-2
1,ストレート,144km/h,見逃し,早川 隆久,源田 壮亮,4-2
2,ストレート,145km/h,見逃し,早川 隆久,源田 壮亮,4-2
3,ストレート,144km/h,空三振,早川 隆久,源田 壮亮,4-2
1,ストレート,131km/h,見逃し,與座 海人,岡島 豪郎,4-2
2,シンカー,125km/h,ボール,與座 海人,岡島 豪郎,4-2
3,シンカー,124km/h,左飛,與座 海人,岡島 豪郎,4-2
1,ストレート,133km/h,中飛,與座 海人,鈴木 大地,4-2
1,ストレート,132km/h,見逃し  [セーフティバント、バント構え],與座 海人,茂木 栄五郎,4-2
2,ストレート,132km/h,ボール  [高めのつり球を要求],與座 海人,茂木 栄五郎,4-2
3,スライダー,125km/h,ボール,與座 海人,茂木 栄五郎,4-2
4,ストレート,133km/h,見逃し,與座 海人,茂木 栄五郎,4-2
5,ストレート,132km/h,右安,與座 海人,茂木 栄五郎,4-2
1,ストレート,131km/h,ファウル,與座 海人,炭谷 銀仁朗,4-2
2,ストレート,129km/h,ボール  [高めのつり球を要求],與座 海人,炭谷 銀仁朗,4-2
3,スライダー,122km/h,ボール,與座 海人,炭谷 銀仁朗,4-2
4,スライダー,122km/h,三ゴロ  [泳ぎ、バットの先、バット折れる],與座 海人,炭谷 銀仁朗,4-2
