投球数,球種,球速,結果,投手,打者,スコア
3,ストレート,141km/h,ファウル,高梨 裕稔,ロハス・ジュニア,1-0
4,ストレート,142km/h,ボール,高梨 裕稔,ロハス・ジュニア,1-0
5,フォーク,134km/h,ファウル,高梨 裕稔,ロハス・ジュニア,1-0
6,フォーク,134km/h,ファウル,高梨 裕稔,ロハス・ジュニア,1-0
7,ストレート,-,ファウル,高梨 裕稔,ロハス・ジュニア,1-0
8,スライダー,125km/h,左安  [ライン際],高梨 裕稔,ロハス・ジュニア,1-0
1,ストレート,142km/h,三犠打,高梨 裕稔,山本 泰寛,1-0
1,カットボール,141km/h,ファウル,高梨 裕稔,島田 海吏,1-0
2,ストレート,145km/h,ボール,高梨 裕稔,島田 海吏,1-0
3,フォーク,137km/h,空振り  [ワンバウンド],高梨 裕稔,島田 海吏,1-0
4,フォーク,136km/h,ファウル,高梨 裕稔,島田 海吏,1-0
5,ストレート,147km/h,ボール,高梨 裕稔,島田 海吏,1-0
6,ストレート,145km/h,ボール,高梨 裕稔,島田 海吏,1-0
7,フォーク,135km/h,四球,高梨 裕稔,島田 海吏,1-0
1,フォーク,135km/h,ボール,高梨 裕稔,梅野 隆太郎,1-0
2,ストレート,147km/h,ボール,高梨 裕稔,梅野 隆太郎,1-0
3,ストレート,147km/h,二併打  [打球がマウンドに当たる],高梨 裕稔,梅野 隆太郎,1-0
1,スプリット,135km/h,見逃し,ガンケル,長岡 秀樹,1-0
2,スライダー,127km/h,ボール,ガンケル,長岡 秀樹,1-0
3,スプリット,136km/h,空振り,ガンケル,長岡 秀樹,1-0
4,スプリット,-,中安  [泳ぎ、バットの先],ガンケル,長岡 秀樹,1-0
1,ストレート,-,投犠打,ガンケル,高梨 裕稔,1-0
1,ストレート,143km/h,ボール  [ワンバウンド],ガンケル,塩見 泰隆,1-0
2,ストレート,-,一邪飛  [打球が風に流される],ガンケル,塩見 泰隆,1-0
1,カットボール,134km/h,ファウル,ガンケル,青木 宣親,2-0
2,ツーシーム,146km/h,見逃し,ガンケル,青木 宣親,2-0
3,ツーシーム,144km/h,ファウル,ガンケル,青木 宣親,2-0
4,スプリット,135km/h,左安,ガンケル,青木 宣親,2-0
1,ストレート,142km/h,ボール,高梨 裕稔,ガンケル,2-0
2,ストレート,144km/h,見逃し,高梨 裕稔,ガンケル,2-0
3,ストレート,144km/h,見逃し,高梨 裕稔,ガンケル,2-0
4,フォーク,133km/h,ボール  [ワンバウンド],高梨 裕稔,ガンケル,2-0
5,ストレート,144km/h,空三振,高梨 裕稔,ガンケル,2-0
1,ストレート,146km/h,ボール,高梨 裕稔,近本 光司,2-0
2,スライダー,125km/h,ボール,高梨 裕稔,近本 光司,2-0
3,ストレート,145km/h,ファウル,高梨 裕稔,近本 光司,2-0
4,ストレート,146km/h,ファウル,高梨 裕稔,近本 光司,2-0
5,スライダー,128km/h,中安,高梨 裕稔,近本 光司,2-0
1,ストレート,-,ボール,高梨 裕稔,中野 拓夢,2-0
2,ストレート,144km/h,見逃し,高梨 裕稔,中野 拓夢,2-0
3,ストレート,-,中安,高梨 裕稔,中野 拓夢,2-0
1,ストレート,-,空振り,高梨 裕稔,佐藤 輝明,2-1
2,ストレート,147km/h,ボール,高梨 裕稔,佐藤 輝明,2-1
3,ストレート,146km/h,ボール,高梨 裕稔,佐藤 輝明,2-1
4,ストレート,146km/h,ボール,高梨 裕稔,佐藤 輝明,2-1
5,ストレート,149km/h,ファウル,高梨 裕稔,佐藤 輝明,2-1
6,ストレート,145km/h,中安,高梨 裕稔,佐藤 輝明,2-1
1,カーブ,-,中飛  [フェンスギリギリ、タッチアップ],高梨 裕稔,大山 悠輔,2-1
1,カーブ,114km/h,見逃し,高梨 裕稔,ロハス・ジュニア,2-1
2,ストレート,144km/h,二ゴロ  [痛烈な当たり、野手の正面をつく],高梨 裕稔,ロハス・ジュニア,2-1
1,カットボール,135km/h,空振り,ガンケル,山田 哲人,2-1
2,スライダー,129km/h,空振り,ガンケル,山田 哲人,2-1
3,ストレート,142km/h,ボール  [高めのつり球を要求],ガンケル,山田 哲人,2-1
4,ツーシーム,142km/h,二飛,ガンケル,山田 哲人,2-1
1,ストレート,144km/h,ボール,ガンケル,村上 宗隆,2-1
2,ストレート,144km/h,見逃し,ガンケル,村上 宗隆,2-1
3,スライダー,129km/h,ボール,ガンケル,村上 宗隆,2-1
4,ストレート,142km/h,ファウル,ガンケル,村上 宗隆,2-1
5,ストレート,145km/h,ファウル,ガンケル,村上 宗隆,2-1
6,ストレート,144km/h,二ゴロ  [内野一塁寄り、ランニングスロー],ガンケル,村上 宗隆,2-1
1,スライダー,129km/h,ボール,ガンケル,オスナ,2-1
2,カットボール,134km/h,ボール,ガンケル,オスナ,2-1
3,カットボール,133km/h,見逃し,ガンケル,オスナ,2-1
4,スプリット,137km/h,三ゴロ,ガンケル,オスナ,2-1
1,ストレート,145km/h,ボール,高梨 裕稔,山本 泰寛,2-1
2,スライダー,126km/h,見逃し,高梨 裕稔,山本 泰寛,2-1
3,カーブ,111km/h,見逃し,高梨 裕稔,山本 泰寛,2-1
4,フォーク,132km/h,ファウル,高梨 裕稔,山本 泰寛,2-1
5,ストレート,144km/h,ボール  [打者のけぞる],高梨 裕稔,山本 泰寛,2-1
6,ストレート,144km/h,ファウル,高梨 裕稔,山本 泰寛,2-1
7,ストレート,148km/h,空三振,高梨 裕稔,山本 泰寛,2-1
1,スライダー,-,見逃し,高梨 裕稔,島田 海吏,2-1
2,スライダー,126km/h,ファウル,高梨 裕稔,島田 海吏,2-1
3,ストレート,146km/h,ボール,高梨 裕稔,島田 海吏,2-1
4,フォーク,133km/h,中飛,高梨 裕稔,島田 海吏,2-1
1,カーブ,114km/h,見逃し,高梨 裕稔,梅野 隆太郎,2-1
2,カーブ,113km/h,空振り,高梨 裕稔,梅野 隆太郎,2-1
3,カーブ,-,ファウル,高梨 裕稔,梅野 隆太郎,2-1
4,ストレート,144km/h,ボール,高梨 裕稔,梅野 隆太郎,2-1
5,ストレート,147km/h,ボール,高梨 裕稔,梅野 隆太郎,2-1
6,ストレート,146km/h,空三振,高梨 裕稔,梅野 隆太郎,2-1
1,ツーシーム,143km/h,見逃し,ガンケル,宮本 丈,2-1
2,ストレート,143km/h,見逃し,ガンケル,宮本 丈,2-1
3,ツーシーム,144km/h,ボール,ガンケル,宮本 丈,2-1
4,ストレート,144km/h,ファウル,ガンケル,宮本 丈,2-1
5,ストレート,146km/h,ファウル,ガンケル,宮本 丈,2-1
6,スライダー,129km/h,ボール,ガンケル,宮本 丈,2-1
7,スプリット,134km/h,ボール,ガンケル,宮本 丈,2-1
8,ストレート,143km/h,一安  [強襲],ガンケル,宮本 丈,2-1
1,ツーシーム,143km/h,見逃し,ガンケル,中村 悠平,2-1
2,スプリット,133km/h,ファウル,ガンケル,中村 悠平,2-1
3,カットボール,135km/h,ボール,ガンケル,中村 悠平,2-1
4,スプリット,133km/h,ファウル,ガンケル,中村 悠平,2-1
5,スプリット,134km/h,ファウル,ガンケル,中村 悠平,2-1
6,ストレート,143km/h,ファウル,ガンケル,中村 悠平,2-1
7,ストレート,143km/h,ボール,ガンケル,中村 悠平,2-1
8,ストレート,147km/h,ファウル  [ランエンドヒット],ガンケル,中村 悠平,2-1
9,カットボール,134km/h,右安,ガンケル,中村 悠平,2-1
1,スライダー,126km/h,見逃し,ガンケル,長岡 秀樹,2-1
2,ツーシーム,143km/h,左飛  [走者動けず],ガンケル,長岡 秀樹,2-1
1,カットボール,132km/h,ファウル  [バントファウル],ガンケル,高梨 裕稔,2-1
2,カットボール,133km/h,ファウル  [バントファウル],ガンケル,高梨 裕稔,2-1
3,カットボール,132km/h,バ三振  [バントファウル],ガンケル,高梨 裕稔,2-1
1,ツーシーム,142km/h,ボール,ガンケル,塩見 泰隆,2-1
2,ツーシーム,142km/h,ファウル,ガンケル,塩見 泰隆,2-1
3,カットボール,135km/h,ファウル,ガンケル,塩見 泰隆,2-1
4,ツーシーム,143km/h,三ゴロ  [引っかけ],ガンケル,塩見 泰隆,2-1
1,スライダー,124km/h,見逃し,高梨 裕稔,髙山 俊,2-1
2,フォーク,130km/h,空振り,高梨 裕稔,髙山 俊,2-1
3,フォーク,133km/h,一直  [野手の正面をつく],高梨 裕稔,髙山 俊,2-1
1,カーブ,114km/h,ボール  [セーフティバント、バント構え、ワンバウンド],高梨 裕稔,近本 光司,2-1
2,ストレート,144km/h,中安,高梨 裕稔,近本 光司,2-1
1,ストレート,146km/h,ボール  [セーフティバント、バント構え],高梨 裕稔,中野 拓夢,2-1
2,カーブ,114km/h,見逃し,高梨 裕稔,中野 拓夢,2-1
3,フォーク,133km/h,一安  [グラブ弾く],高梨 裕稔,中野 拓夢,2-1
1,ストレート,150km/h,ボール,石山 泰稚,佐藤 輝明,2-1
2,ストレート,150km/h,見逃し,石山 泰稚,佐藤 輝明,2-1
3,ストレート,150km/h,遊ゴロ  [詰り、併殺崩れ],石山 泰稚,佐藤 輝明,2-1
1,スライダー,136km/h,見逃し,石山 泰稚,大山 悠輔,2-1
2,ストレート,151km/h,ボール  [ワンバウンド],石山 泰稚,大山 悠輔,2-1
3,スライダー,135km/h,見逃し,石山 泰稚,大山 悠輔,2-1
4,スライダー,136km/h,ボール  [ワンバウンド],石山 泰稚,大山 悠輔,2-1
5,ストレート,151km/h,ボール  [ランエンドヒット、送球できず],石山 泰稚,大山 悠輔,2-1
1,スライダー,136km/h,見逃し,石山 泰稚,大山 悠輔,2-1
2,ストレート,151km/h,ボール  [ワンバウンド],石山 泰稚,大山 悠輔,2-1
3,スライダー,135km/h,見逃し,石山 泰稚,大山 悠輔,2-1
4,スライダー,136km/h,ボール  [ワンバウンド],石山 泰稚,大山 悠輔,2-1
5,ストレート,151km/h,ボール  [ランエンドヒット、送球できず],石山 泰稚,大山 悠輔,2-1
6,ストレート,150km/h,四球,石山 泰稚,大山 悠輔,2-1
1,フォーク,142km/h,ボール  [ワンバウンド],石山 泰稚,ロハス・ジュニア,2-2
2,ストレート,149km/h,ボール  [ワンバウンド],石山 泰稚,ロハス・ジュニア,2-2
3,スライダー,137km/h,見逃し,石山 泰稚,ロハス・ジュニア,2-2
4,スライダー,135km/h,ボール,石山 泰稚,ロハス・ジュニア,2-2
5,ストレート,150km/h,四球,石山 泰稚,ロハス・ジュニア,2-2
1,カーブ,127km/h,左飛  [観客ため息],石山 泰稚,山本 泰寛,2-2
1,ストレート,137km/h,見逃し,渡邉 雄大,青木 宣親,2-2
2,スライダー,126km/h,ボール,渡邉 雄大,青木 宣親,2-2
3,ストレート,-,三直  [痛烈な当たり、野手の正面をつく],渡邉 雄大,青木 宣親,2-2
1,ツーシーム,135km/h,見逃し,渡邉 雄大,山田 哲人,2-2
2,スライダー,125km/h,ボール,渡邉 雄大,山田 哲人,2-2
3,ツーシーム,134km/h,右安  [バットの先],渡邉 雄大,山田 哲人,2-2
1,スライダー,128km/h,ボール,渡邉 雄大,村上 宗隆,2-2
2,ツーシーム,135km/h,空振り,渡邉 雄大,村上 宗隆,2-2
3,ツーシーム,-,空振り  [ハーフスイング],渡邉 雄大,村上 宗隆,2-2
4,スライダー,128km/h,ボール,渡邉 雄大,村上 宗隆,2-2
5,スライダー,127km/h,ファウル,渡邉 雄大,村上 宗隆,2-2
6,ストレート,140km/h,ファウル,渡邉 雄大,村上 宗隆,2-2
7,スライダー,126km/h,ファウル  [ライン際],渡邉 雄大,村上 宗隆,2-2
8,スライダー,126km/h,ファウル,渡邉 雄大,村上 宗隆,2-2
9,ツーシーム,136km/h,ボール,渡邉 雄大,村上 宗隆,2-2
10,ストレート,137km/h,四球  [ランエンドヒット],渡邉 雄大,村上 宗隆,2-2
1,カーブ,123km/h,ボール  [ワンバウンド],浜地 真澄,オスナ,2-2
2,ストレート,146km/h,右飛  [詰り、走者動けず],浜地 真澄,オスナ,2-2
1,カットボール,135km/h,見逃し,浜地 真澄,宮本 丈,2-2
2,カーブ,121km/h,ファウル,浜地 真澄,宮本 丈,2-2
3,ストレート,145km/h,ボール,浜地 真澄,宮本 丈,2-2
4,パーム,123km/h,二ゴロ  [好リリーフ],浜地 真澄,宮本 丈,2-2
1,ストレート,-,見逃し  [セーフティバント、バント構え],石山 泰稚,島田 海吏,2-2
2,フォーク,135km/h,ボール  [ワンバウンド],石山 泰稚,島田 海吏,2-2
3,ストレート,149km/h,ボール,石山 泰稚,島田 海吏,2-2
4,ストレート,147km/h,二ゴロ  [詰り],石山 泰稚,島田 海吏,2-2
1,ストレート,147km/h,見逃し,石山 泰稚,梅野 隆太郎,2-2
2,ストレート,150km/h,ファウル,石山 泰稚,梅野 隆太郎,2-2
3,スライダー,136km/h,見三振,石山 泰稚,梅野 隆太郎,2-2
1,ストレート,149km/h,見逃し,石山 泰稚,小幡 竜平,2-2
2,ストレート,148km/h,空振り,石山 泰稚,小幡 竜平,2-2
3,ストレート,150km/h,見三振  [構えたところにズバリ],石山 泰稚,小幡 竜平,2-2
1,スライダー,133km/h,ボール,アルカンタラ,中村 悠平,2-2
2,ストレート,151km/h,見逃し,アルカンタラ,中村 悠平,2-2
3,ストレート,153km/h,二ゴロ  [逆シングル],アルカンタラ,中村 悠平,2-2
1,ストレート,152km/h,空振り,アルカンタラ,長岡 秀樹,2-2
2,ストレート,152km/h,ファウル,アルカンタラ,長岡 秀樹,2-2
3,ストレート,152km/h,ボール,アルカンタラ,長岡 秀樹,2-2
4,スプリット,138km/h,中安,アルカンタラ,長岡 秀樹,2-2
1,スプリット,134km/h,空振り  [ファウルチップ],アルカンタラ,川端 慎吾,2-2
2,ストレート,151km/h,右飛  [痛烈な当たり],アルカンタラ,川端 慎吾,2-2
1,ストレート,152km/h,見逃し,アルカンタラ,塩見 泰隆,2-2
2,ストレート,152km/h,ボール,アルカンタラ,塩見 泰隆,2-2
3,ストレート,151km/h,ファウル  [自打球],アルカンタラ,塩見 泰隆,2-2
4,ストレート,152km/h,二飛  [詰り],アルカンタラ,塩見 泰隆,2-2
1,ストレート,145km/h,見逃し,今野 龍太,近本 光司,2-2
2,カーブ,124km/h,ボール,今野 龍太,近本 光司,2-2
3,ストレート,146km/h,ファウル  [ライン際],今野 龍太,近本 光司,2-2
4,ストレート,144km/h,ボール,今野 龍太,近本 光司,2-2
5,フォーク,130km/h,空三振,今野 龍太,近本 光司,2-2
1,ストレート,146km/h,見逃し,今野 龍太,中野 拓夢,2-2
2,ストレート,147km/h,ファウル,今野 龍太,中野 拓夢,2-2
3,フォーク,133km/h,ファウル,今野 龍太,中野 拓夢,2-2
4,ストレート,146km/h,ファウル  [高めのつり球を要求],今野 龍太,中野 拓夢,2-2
5,カーブ,119km/h,見三振  [全く反応できず],今野 龍太,中野 拓夢,2-2
1,ストレート,146km/h,ファウル,今野 龍太,佐藤 輝明,2-2
2,フォーク,130km/h,右安,今野 龍太,佐藤 輝明,2-2
1,ストレート,147km/h,見逃し,今野 龍太,大山 悠輔,2-2
2,ストレート,147km/h,見逃し,今野 龍太,大山 悠輔,2-2
3,ストレート,147km/h,ボール,今野 龍太,大山 悠輔,2-2
4,フォーク,132km/h,空三振  [ワンバウンド、振り逃げを狙うもアウト],今野 龍太,大山 悠輔,2-2
1,ストレート,150km/h,ボール,湯浅 京己,青木 宣親,2-2
2,ストレート,150km/h,ボール,湯浅 京己,青木 宣親,2-2
3,ストレート,150km/h,右飛  [ダイビングキャッチ、好プレイ],湯浅 京己,青木 宣親,2-2
1,ストレート,152km/h,見逃し,湯浅 京己,山田 哲人,2-2
2,ストレート,151km/h,ファウル,湯浅 京己,山田 哲人,2-2
3,ストレート,153km/h,空三振,湯浅 京己,山田 哲人,2-2
1,ストレート,-,空振り,湯浅 京己,村上 宗隆,2-2
2,スライダー,131km/h,ボール  [ワンバウンド],湯浅 京己,村上 宗隆,2-2
3,ストレート,153km/h,ボール,湯浅 京己,村上 宗隆,2-2
4,フォーク,142km/h,ボール,湯浅 京己,村上 宗隆,2-2
5,ストレート,151km/h,四球,湯浅 京己,村上 宗隆,2-2
1,フォーク,140km/h,ボール,湯浅 京己,オスナ,2-2
2,ストレート,149km/h,見逃し,湯浅 京己,オスナ,2-2
3,ストレート,149km/h,ファウル,湯浅 京己,オスナ,2-2
4,ストレート,151km/h,見三振  [構えたところにズバリ、判定不服],湯浅 京己,オスナ,2-2
1,ストレート,146km/h,三飛  [高々と舞い上がる],田口 麗斗,ロハス・ジュニア,2-2
1,シュート,146km/h,ボール,田口 麗斗,山本 泰寛,2-2
2,シュート,147km/h,ファウル,田口 麗斗,山本 泰寛,2-2
3,カーブ,118km/h,ボール  [ワンバウンド],田口 麗斗,山本 泰寛,2-2
4,スライダー,136km/h,ボール,田口 麗斗,山本 泰寛,2-2
5,シュート,-,ファウル,田口 麗斗,山本 泰寛,2-2
6,ストレート,146km/h,四球,田口 麗斗,山本 泰寛,2-2
1,スライダー,131km/h,ファウル  [セーフティバント、バントファウル],田口 麗斗,島田 海吏,2-2
2,スライダー,132km/h,捕邪飛  [バント失敗],田口 麗斗,島田 海吏,2-2
1,スライダー,132km/h,ボール,田口 麗斗,梅野 隆太郎,2-2
2,シュート,143km/h,左安,田口 麗斗,梅野 隆太郎,2-2
1,スライダー,135km/h,右飛,田口 麗斗,原口 文仁,2-2
1,スライダー,124km/h,ボール,岩崎 優,宮本 丈,2-2
2,スライダー,124km/h,ボール,岩崎 優,宮本 丈,2-2
3,ストレート,-,見逃し,岩崎 優,宮本 丈,2-2
4,ストレート,140km/h,ファウル,岩崎 優,宮本 丈,2-2
5,スライダー,124km/h,ファウル,岩崎 優,宮本 丈,2-2
6,スライダー,127km/h,二ゴロ,岩崎 優,宮本 丈,2-2
1,チェンジアップ,-,見逃し,岩崎 優,中村 悠平,2-2
2,ストレート,143km/h,見逃し,岩崎 優,中村 悠平,2-2
3,ストレート,143km/h,ファウル,岩崎 優,中村 悠平,2-2
4,ストレート,142km/h,ボール,岩崎 優,中村 悠平,2-2
5,ストレート,143km/h,ファウル,岩崎 優,中村 悠平,2-2
6,ストレート,144km/h,中安,岩崎 優,中村 悠平,2-2
1,ストレート,139km/h,見逃し  [バント構え],岩崎 優,長岡 秀樹,2-2
